_id,policyTitle,sourceType,sourceYear,title,stockCode,stockName,parentIndustry,industry,provinces,actualControllerType,link,actualParticipated,specificProjects,subsidyAmounts,comment,location,codedBy
"""601b903035b23ba031137e49""",一带一路（19年之前）,年度报告,2017,巨力索具：2017年年度报告摘要,002342.SZ,巨力索具,制造业,金属制品业,河北省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002342/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137e3b""",一带一路（19年之前）,年度报告,2017,富煌钢构：2017年年度报告,002743.SZ,富煌钢构,制造业,金属制品业,安徽省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002743/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137e2f""",一带一路（19年之前）,年度报告,2017,南风股份：2017年年度报告摘要,300004.SZ,南风股份,制造业,通用设备制造业,广东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300004/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137e03""",一带一路（19年之前）,年度报告,2017,深冷股份：2017年年度报告,300540.SZ,深冷股份,制造业,通用设备制造业,四川省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300540/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137dfd""",一带一路（19年之前）,年度报告,2017,ST天成：2017年年度报告,600112.SH,ST天成,制造业,电气机械及器材制造业,贵州省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600112/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137df2""",一带一路（19年之前）,年度报告,2017,华电重工：2017年年度报告,601226.SH,华电重工,科学研究和技术服务业,专业技术服务业,北京市,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/601226/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137e01""",一带一路（19年之前）,年度报告,2017,万里马：2017年年度报告,300591.SZ,万里马,制造业,皮革、毛皮、羽毛及其制品和制鞋业,广东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300591/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137e23""",一带一路（19年之前）,年度报告,2017,天舟文化：2017年年度报告,300148.SZ,天舟文化,信息传输、软件和信息技术服务业,互联网和相关服务,湖南省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300148/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137e35""",一带一路（19年之前）,年度报告,2017,威星智能：2017年年度报告,002849.SZ,威星智能,制造业,仪器仪表制造业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002849/page_type/ndbg.phtml,,,,,,
"""601b903035b23ba031137e4b""",一带一路（19年之前）,年度报告,2017,联化科技：2017年年度报告,002250.SZ,联化科技,制造业,化学原料及化学制品制造业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002250/page_type/ndbg.phtml,,,,,,
