_id,policyTitle,sourceType,sourceYear,title,stockCode,stockName,parentIndustry,industry,provinces,actualControllerType,link,actualParticipated,specificProjects,subsidyAmounts,comment,location,codedBy,sinaTitle,section,length,docLink,mentionPrevious,mention,mentionNext
"""601b900f35b23ba031137dc8""",一带一路（19年之前）,年度报告,2014,超华科技：2014年年度报告（更新后）,002288.SZ,超华科技,制造业,计算机、通信和其他电子设备制造业,广东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002288/page_type/ndbg.phtml,,,,,0,,超华科技：2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002288&id=4352219,销售和市场开发方面     公司将继续加强和巩固客户关系管理，聚焦优质大客户实现市场分布有效改善。公司持续注重内部强化产品开发和技术 提升，打造产业链一站式服务平台，实现综合产品供应优势，同时强化与客人互动，在设计、计划、生产等领域充分协同， 参与、配合客户进行项目研发或产品设计，努力成为其供应链中重要一环，从而提升客户忠诚度。继续通过公共及自有的先 进IT系统工具，为业务活动严格管理业务行为和过程，实现业务活动全面掌控和有效的风险防控。公司将继续壮大大客户开 发、服务、管理团队，深挖已有客户的潜力资源，加大力度开发汽车中控，智能照明，显示背光，智能安防、智能手机及工             ,                                                    广东超华科技股份有限公司 2014 年年度报告全文 业4.0等行业客户，通过引入热点行业客户，有效提升订单数量和毛利水平。在巩固华南地区、华东地区市场优势的同时， 积极展开多渠道合作，整合借力行业协会，贸易团体等资源，进一步扩大影响，实现市场有效扩张。着眼未来，凭借自身产 业链纵横优势，积极参与一带一路战略，实现业务版图的迅速拓展。     2、研发方面     公司将积极推进新技术和新产品的研发工作，紧追行业领先技术，以超薄电子铜箔、特种绝缘纸、高频/高速电路板及 覆铜箔板、挠性线路板等电子基材系列产品及其加工新技术与装备研发为主题，与企业目前生产紧密结合，提高公司产品生 产技术水平和产品层次，强化核心技术，提高公司核心竞争能力。     2015年，随着募集资金投资建设的研发中心建设,项目的完成，其将成为公司发展的新引擎，通过加强与高校和科研院所 的合作力度，加速促进产学研合作，扩展产品线，孵化新产品、新技术，寻求变革机遇。     3、管理方面     2015年，公司着重以降本增效为核心，全面推行精细化管理。一是全面执行预算管理，围绕年初目标任务，扎实做好各 项预算指标的细化分解，防范资金风险，有效盘活存量资金；二是与企业管理咨询机构合作在单面线路板事业部率先推行阿 米巴经营模式，通过确立与市场挂钩的部门核算制度、培养具有经营者意识的人才和实现全员共同参与经营的理念，突破现 有管理瓶颈，提升业绩。在该模式取得良好效果后，公司会将其复制推行到各事业部及子公司。三是健全绩效
"""601b9837031af7a1feeab6c2""",一带一路（19年之前）,年度报告,2014,渤海租赁：2014年年度报告,000415.SZ,渤海租赁,租赁和商务服务业,租赁业,新疆维吾尔自治区,其他,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000415/page_type/ndbg.phtml,,,,,0,,渤海租赁股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=000415&id=1763859,".00      少数股东权益影响额（税后）           51,453,000.00    38,459,000.00       6,349,000.00 合计                                     102,780,000.00   447,250,000.00    411,037,000.00            -- 对公司根据《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》定义界定的非经常性损益项目，以及把 《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》中列举的非经常性损益项目界定为经常性损益的项 目，",应说明原因 □ 适用 √ 不适用 公司报告期不存在将根据《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》定义、列举的非经常性损 益项目界定为经常性损益的项目的情形。 9                                         第四节 董事会报告 一、概述      2014年，全球经济复苏依旧艰难曲折；国内经济增长平稳，新一届政府推进中国经济进入新常态，以一带一路、自贸 区为代表的新型经济发展模式将逐步优化调整国内经济产业结构并将显著增强人民币国际化进程，而租赁业是国家宏观调 控和产业升级的有效助推器。      2014年是公司快速实现全球化发展战略的一年，公司在境内以天津自贸区、皖江城市带、横琴新区、前海经济特区等 国家重点扶持的经济特区为中心，境外以香港、新加坡、美国为中心的全球租赁产业布局。董事会全年持续推进租赁产业 并购，通过一系列卓有成,效的资本运作项目圆满推进公司由内至外的“蜕变”。      报告期内，公司继续围绕集装箱租赁、飞机租赁、基础设施租赁拓展业务，同时积极开拓医疗设备租赁、新能源汽车 租赁等市场；通过兼并收购进一步强化公司在集装箱租赁领域的市场份额，不断打造公司的核心竞争力。截至2014年12月 31日，公司总资产667亿元，净资产97.89亿元。2014年度公司实现营业收入68.52 亿元，同比增长7.46%；实现营业利润 12.34亿元，同比减少14.99%；实现归属于母公司净利润9.13亿元。 二、主营业务分析 1、概述 公司回顾总结前期披露的发展战略和经营计划在报告期内的进展情况      1.境外资产整
"""601b9837031af7a1feeab6b5""",一带一路（19年之前）,年度报告,2014,浙富控股：2014年年度报告,002266.SZ,浙富控股,水利、环境和公共设施管理业,生态保护和环境治理业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002266/page_type/ndbg.phtml,,,,,0,,浙富控股集团股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002266&id=1759095,公司 2014 年年度报告全文                                       第四节 董事会报告 一、概述     2014年起，中国经济全面进入“新常态”，经济增速趋缓，由高速增长转向中高速，经济结构进行调整优化升级，全年 经济平稳运行。在节能减排的压力下，随着节能环保升级为国家支柱产业，核电项目正式启动，水电行业开始回暖。在此政 策背景和行业形势下，公司在各方面业务取得了突破。     报告期内，公司努力践行“大能源+互联网等新兴领域投资”发展战略，核电业务取得了重大突破，水电业务在“一带 一路”沿线国家屡获重大订单，高起点进入了节能行业，成功收购浙江格睿能源,"动力科技有限公司，在文化传媒行业,收购 了梦响强音文化传播（上海）有限公司40%的股权，顺利完成了第二次非公开增发，以公司持有的上海二三四五网络科技股 份有限公司股权参与上海海隆软件股份有限公司重组。     1、为应对近年来国内水电设备市场需求下降的趋势，与激烈的行业竞争现状，公司逐步将水电业务扩展至海外，并取 得了积极的成果。累计获取三个重大海外水电订单，分别来自于乌干达、老挝和土耳其，属于“一带一路”沿线国家。     2、控股子公司四川华都核设备制造有限公司（以下简称“华都公司”）喜获核电订单，标志着公司真正成为核一级部 件设计制造商。     报告期内，国内核电建设正式重启，控股子公司华都公司凭借卓越的产品质量和竞争力，一举拿下国内国外两个控制棒 驱动机构订单。这不仅是核电业务质的突破，也让公司在核电行业站稳脚跟，成为核一级部件的主要供应商。     2014年11月26日，华都","公司与中国核工业集团公司（以下简称“中核集团”）全资子公司中国中原对外工程有限公司在 上海以独家议标方式签署了《控制棒驱动机构设备订货合同》。合同总金额：25,776.00万元人民币。该合同系华都公司首 次承接的大型商用核电站关键设备制造合同，标志着华都公司跨入核一级产品的批量化生产阶段，并成为“华龙一号”核电 控制棒驱动机构供货的先行者。     2014年12月30日，华都公司与中国核动力研究设计院（以下简称“核动力院”）在四川省都江堰市以独家议标方式正式 签署了《福建福清核电项目5、6号机组控制棒驱动机构（CRDM）设备供货合同》，确定由华都公司为国内核电站建设首次采 用“华龙一号”核电"
"""601b9837031af7a1feeab6d7""",一带一路（19年之前）,年度报告,2014,--：2014年年度报告,300186.SZ,--,,,,无实际控制人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300186/page_type/ndbg.phtml,,,,,0,,广东大华农动物保健品股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300186&id=1757692,募投及超募项目相继投产产生效益。公司现 已形成新项目风险评估机制，并拥有发展新项目的丰富经验，具备一定抗风险的能力。     4、海洋产业发展风险     海洋产业前景广阔，但发展深海养殖风险比畜禽养殖、淡水养殖更大，主要有三大风险：（1）技术风 险：比如育种技术、网箱抗风浪技术、疾病防控技术、养殖无标准化体系等；（2）自然风险：有台风、 风暴潮、赤潮、溢油、浒苔爆发等自然风险；（3）市场风险：不是刚需食品，可选择性强。     为降低以上风险，报告期内，公司围绕海洋产业发展需求储备技术资源，与黄海水产研究所就“南海 鱼类繁育体系建设及产业化示范”合作签署协议，以南海鱼类繁育技术、病害防控、健,康养殖为合作切入 点，逐步开展紧密的、全方位的产学研合作；与华南农业大学再牵手在海洋产业进行全面合作，促使海洋 育种、工厂化养殖、防疫技术、鱼饲料开发、食品加工、生态养殖技术等方面的高新技术成果在公司转化 和推广应用；与美国迈阿密大学海洋与气象科学学院进行技术合作交流，以应用国际先进技术进一步降低 海洋产业技术和自然风险。此外，公司还与珠海市万山区管理委员会签署战略合作协议打通产业链，加入 国家“一带一路”蓝色海洋经济发展浪潮，实现“陆-岛-海”统筹开发，降低了海洋产业市场风险。通过以上 合作，公司海洋产业总体达到了风险可控。                                                   广东大华农动物保健品股份有限公司 2014 年年度报告全文                                    第四节 董事会报告 一、管理层讨论与,"分析 1、报告期内主要业务回顾     2014年，公司以“积极调整业务，稳中求进”为总基调，以“强化经营管理、夯实百亿基础”为工作主线， 在新的政治经济环境下，积极适应畜牧业升级转型。克服H7N9流感等公共卫生事件带来的巨大冲击，各 项经营工作有序推进；实现了海洋产业良好开局，形成了“一高一大”的产业格局，为打造百亿企业奠定了 管理和产业基础。     报告期内，公司实现营业收入101,804.80万元，较上年减少5.46%；利润总额13,646.58万元，较上年减 少48.19%；归属于上市公司普通股股东的净利润11,098.28万元，较上年减少47.53%；截至2014年12月31 日，"
"""601b9837031af7a1feeab6e6""",一带一路（19年之前）,年度报告,2014,金螳螂：2014年年度报告,002081.SZ,金螳螂,电力、热力、燃气及水的生产和供应业,建筑装饰和其他建筑业,江苏省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002081/page_type/ndbg.phtml,,,,,0,,苏州金螳螂建筑装饰股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002081&id=1756268,，已连续 18 年获得全球酒店室内设计公司第一名， 设计了广州四季酒店、沈阳君悦酒店、巴库火焰塔费尔蒙特酒店及瑞士格斯塔德阿尔皮纳酒 店等一系列经典酒店设计项目，同时，HBA 扩展服务范围，新设餐饮设计、艺术品设计等多 个分支机构。HBA 在中国内地的市场拓展进一步加快，除了上海工作室外，还在北京、广州 新设了工作室。在国内高端酒店市场，HBA 以良好的设计品质赢得了客户的认同，市场占有 率较高。公司设计师团队对国内规范、施工做法、造价控制等方面的丰富经验，可以帮助业 主找到最合适的道路来实现 HBA 的设计效果，已形成 HBA 初步设计，再由公司进行施工图 设计的良好合作机制。同时，随着越来,越多的中国开发商走向海外，公司与开发商客户的良 好合作关系，也将成为 HBA 拓展海外市场的利器。     在国内业务保持稳定增长的前提下，公司积极尝试向海外扩张。近年来，公司积极开拓 海外市场，已完成施工老挝万象亚欧峰会官邸别墅室内装修工程，在建巴哈马瑰丽酒店项目， 获得了业主的好评，积攒了海外项目的经验。2014 年末，公司以香港为平台，在澳门、俄罗 斯建立了建筑装饰业务平台，将充分把握国家“一带一路”发展战略机遇，通过 HBA 国际化 平台和与国内大型总承包商建立的战略合作关系，积极拓展海外业务，持续推进国际化之路。     第七、打造公司金融平台，资本运作助力业务发展     2014 年，公司设立了全资子公司金螳螂资管。该公司的成立，标志着金螳螂“金融的翅 膀”的雏形形成。公司通过金螳螂资管专业化团队运作资金，在风险可控的前提下，为客户 提供金融服务，既有利于利用社会资金来帮助客,户解决融资问题，最终锁定装饰业务，又增 强了装饰工程资金回收的保障，保证了公司经营性现金流。报告期内，金螳螂资管已试点投 资一个项目，通过运作公司闲置资金为公司带来了装饰业务订单、战略合作客户等资源，并                                                  苏州金螳螂建筑装饰股份有限公司 2014 年年度报告全文 且使闲置资金的收益大幅提高。未来，金螳螂资管将围绕装饰产业链继续开展投资、融资活 动，通过实业投资、股权投资、资本投资等方式充分利用公司的闲置资金并引导社会资金流 向，以发挥资金对业务的撬动作用，吸引有发展前景的潜在优质客户，促进公司业务的
"""601b9837031af7a1feeab6e7""",一带一路（19年之前）,年度报告,2014,宝鹰股份：2014年年度报告摘要,002047.SZ,宝鹰股份,电力、热力、燃气及水的生产和供应业,建筑装饰和其他建筑业,广东省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002047/page_type/ndbg.phtml,,,,,0,,深圳市宝鹰建设控股集团股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002047&id=1753876,、转型升级”和“以内源性增长促进外延式的发展，以外延式发展巩固内源性 增长”两大发展战略与经营计划，深入推动公司综合建筑装饰装修工程设计及施工主营业务健康发展，公 司业绩持续增长、知名度持续增高、团队执行力持续增强，在确保实现重组上市盈利承诺的基础上，努力 实现了更大的营业收入与净利润增长；公司积极利用资本市场平台和企业运营平台，努力塑造良好的资本 市场形象，大胆有效实施收购兼并及对外扩张计划，寻求新的业务增长点和利润贡献点，凭借科学清晰的 发展战略与经营计划，以及快速落地的判断力与执行力，公司整体资产质量、盈利能力和抗风险能力已得 到显著提升，公司的发展潜力及投资价值逐渐得到市场认可。   ,"  经审计，截止2014年12月31日，公司实现营业总收入538,246.48万元，较上年同期增长44.43%；实现 营业利润36,655.85万元，较上年同期增长24.83%；实现利润总额36,851.33万元，较上年同期增长25.09%； 归属于上市公司股东的净利润26,878.99万元，较上年同期增长22.23%。报告期内，公司围绕董事会战略部 署着重开展了以下工作：       1、紧跟“一带一路”国家战略，快速布局海外市场     报告期，宝鹰建设斥资20,655万元收购了在经营海外工程市场方面具有丰富运营经验和业务资源积累 的中建南方51%股权，有助于公司对海外工程业务快速进行有效布局，缩短公司战略进军海外市场的时间， 降低开拓海外市场的风险，迅速获取经营海外市场的各种重要资源。2014年9月，宝鹰建设与熊氏集团（一 家总部设于印度尼西亚的大型跨国企业集团，其实际控制人为著名华","人华侨领袖熊德龙（TED SIOENG） 先生）共同于雅加达设立印尼宝鹰建设有限公司（英文名称：Indonesia Bauing Construction Ltd.），主要在 印尼开展建设项目总承包业务，包括但不限于建设项目咨询、规划、设计、施工、装饰等业务。印尼宝鹰 的成立高度契合国家主席习近平提出的构建“一带一路”经济带的战略构想，并已经得到了印尼总统府、国 会及印尼各地方领导人的大力支持。2015年3月，印尼宝鹰与印尼柯世模有限公司签署了《柯世模有限公 司拉图蔓腾\""钻石\""综合楼项目建筑装饰工程总承包合同》, 该项目总金额为16,130万美元。       2、大力开拓国内市场业务  "
"""601b9837031af7a1feeab6e7""",一带一路（19年之前）,年度报告,2014,宝鹰股份：2014年年度报告摘要,002047.SZ,宝鹰股份,电力、热力、燃气及水的生产和供应业,建筑装饰和其他建筑业,广东省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002047/page_type/ndbg.phtml,,,,,0,,深圳市宝鹰建设控股集团股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002047&id=1753876,"；实现 营业利润36,655.85万元，较上年同期增长24.83%；实现利润总额36,851.33万元，较上年同期增长25.09%； 归属于上市公司股东的净利润26,878.99万元，较上年同期增长22.23%。报告期内，公司围绕董事会战略部 署着重开展了以下工作：       1、紧跟“一带一路”国家战略，快速布局海外市场     报告期，宝鹰建设斥资20,655万元收购了在经营海外工程市场方面具有丰富运营经验和业务资源积累 的中建南方51%股权，有助于公司对海外工程业务快速进行有效布局，缩短公司战略进军海外市场的时间， 降低开拓海外市场的风险，迅速获取经营海外市场的各种重要资源。2014年","9月，宝鹰建设与熊氏集团（一 家总部设于印度尼西亚的大型跨国企业集团，其实际控制人为著名华人华侨领袖熊德龙（TED SIOENG） 先生）共同于雅加达设立印尼宝鹰建设有限公司（英文名称：Indonesia Bauing Construction Ltd.），主要在 印尼开展建设项目总承包业务，包括但不限于建设项目咨询、规划、设计、施工、装饰等业务。印尼宝鹰 的成立高度契合国家主席习近平提出的构建“一带一路”经济带的战略构想，并已经得到了印尼总统府、国 会及印尼各地方领导人的大力支持。2015年3月，印尼宝鹰与印尼柯世模有限公司签署了《柯世模有限公 司拉图蔓腾\""钻石\""综合楼项目建筑装饰工程总承包合同》, 该项目总金额为16,130万美元。       2、大力开拓国内市场业务       报告期，公司进一步巩固和扩大业已形成的市场知名度和市场占有率，抓住建筑装饰市场持续高速增 长的有利时",机，通过整合配套资质、进一步完善营销网络、深入推进公司知名品牌和特色经营战略实施、 努力开发和培育高端客户等举措，持续提升本公司的品牌影响力，扩大市场占有率。       （1）整合配套资质，提供综合解决方案及承建管理服务       报告期内，公司在确保主业发展的同时，整合幕墙、门窗、智能化、消防、机电设备、钢结构的资源 配置，挖掘配套资质的巨大市场潜力，与主业资质形成良性互动，共同发展，为客户提供更完善、更优质、 更高效的建筑装饰工程设计施工综合解决方案及承建管理服务，为公司创造新的业绩和利润增长点。       （2）进一步完善营销网络       公司实施“立足深圳、面向全国、走向世界
"""601b9838031af7a1feeab704""",一带一路（19年之前）,年度报告,2014,捷成股份：2014年年度报告摘要,300182.SZ,捷成股份,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,北京市,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300182/page_type/ndbg.phtml,,,,,0,,北京捷成世纪科技股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300182&id=1748718,信，极地信息、捷成优联、华晨影视、中传广视设计院、博威康、 安信华科技和中映高清等公司，显著增强了在广播电视系统音视频技术工程领域的全面服务能力，能够提供从广播电视工艺 流程设计开始，到演播室灯光和音视频工程、转播车设计和工程实施、3G/4G传输、卫星收录、全媒体素材生成采集、媒体 资产管理、高清内容制作、内容播出（发布）、业务全流程控制和广电信息安全等级保护的各类综合技术系统，目前公司已 经完成音视频技术领域的全面布局，成为国内唯一能够为广播电台、电视台和有线网络公司提供一站式音视频技术解决方案 的服务商。     随着公司在音视频技术领域市场地位和竞争优势日益显著，公司在继续横向完善产业链,的同时开始向产业链纵向延伸， 积极向音视频领域的内容制作及发行业务拓展。除了参与有线网络公司的双向化技术改造，也帮助它们实施构建新的增值服 务平台。     公司在2013年底与广西电视台共同投资设立了广西影捷文化发展有限责任公司，持股比例49%，广西影捷不仅仅是一家 策划、代理、制作、发行各类影视内容的影视制作公司，它的控股股东广西电视台也要求它承担面向东南亚各国的节目内容 版权交易，成为国家“一带一路”大战略中影视文化交流的重要组成部分。2014年初，公司考虑到新媒体视频的快速发展，新 媒体视频运营开始步入正版化时代，特别是有线网络双向改造之后，视频点播等双向互动新业态不断涌现，影视版权整合运 营体现出广泛的客户需求和市场潜力，鉴于公司拥有常年积累的丰富的客户和渠道资源，在充分把握市场动态、回应公司现 有客户需求的基础上，                                ,                               北京捷成世纪科技股份有限公司 2014 年年度报告全文     2014年初，公司参股华视网聚（常州）文化传媒有限公司，持股比例20%，开始布局影视内容版权服务。华视网聚是一 家主营视频传媒技术的推广与服务、视频版权分销及运营的公司，其核心团队拥有丰富的视频版权分销及运营经验，在行业 内具有深厚的资源和良好的客户渠道。华视网聚业务模式系从出品方（如中影、华谊、央视等）购买影视新媒体版权，经过 整合运营，销售给各个门户网站、视频分享网站、视频客户端网站、广电有线网络互动点播等下游播放平台或者与之共同运 营。通过与华视网聚合作，公司丰富
"""601b9838031af7a1feeab700""",一带一路（19年之前）,年度报告,2014,中铁装配：2014年年度报告摘要,300374.SZ,中铁装配,制造业,非金属矿物制品业,北京市,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300374/page_type/ndbg.phtml,,,,,0,,北京恒通创新赛木科技股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300374&id=1747708,          北京恒通创新赛木科技股份有限公司 2014 年年度报告全文 品、新技术和新的解决方案不断涌现，如果公司不能在技术领域中保持持续创新能力，而同行业企业通过 持续创新并开发出性价比更优的墙体材料，则可能会导致公司处于竞争劣势，对公司的业绩造成不利影响。     九、汇率风险     虽然2014年公司来自海外市场的收入占比不高，但随着来自海外市场的收入将逐步增加，公司以外币 结算的产品出口收入存在因人民币升值导致汇兑损失的风险。                                                   北京恒通创新赛木科技股份有限公司 2014 年年度,"报告全文                                   第四节 董事会报告 一、管理层讨论与分析 1、报告期内主要业务回顾     2014年，全球经济复苏跌宕曲折，我国经济处于结构调整期，呈现新常态，下行压力持续加大。面对 复杂严峻的经济形势，公司管理层按照年初董事会制订的经营计划，从提升内在竞争力入手，以客户需求 为导向，充分利用新型工业化、城镇化释放出来的国内市场空间和一带一路国家战略规划带来的国际市场 机遇，公司主营业务继续保持了良好的发展势头。报告期内，公司实现营业收入41,529.00万元，比上年同 期增长16.80%，实现净利润6,219.51万元，比上年同期增长0.72%，归属于母公司的净利润为6,232.41万元， 比上年同期增长1.57%。     报告期内，公司在董事会的领导下，在以下几项主要工作上取得了新的进展：     1、继续完善营销体系建",设，市场范围进一步扩大     公司进一步明确了自身定位，突出自身特色，加强品牌建设与营销，着力提高产品市场竞争力，提升 服务质量，增强开拓市场的内在能力。报告期内，公司在以生产基地为中心完善直销体系建设的同时，引 入第三方服务，积极推进经销商网络建设，新签约经销商6家。公司积极跟进国家一带一路经济战略，借 助新疆作为丝绸之路经济带核心地区的区位优势，以新疆基地为中心，继续巩固和扩大新疆市场，至2014 年末，新疆市场已经覆盖了乌苏市、奎屯市、奇台县、昭苏县、塔城市、特克斯县、和丰县、托里县、和 布克赛尔蒙古自治县、吐鲁番市、洛浦县、昌吉州等。以北京基地为中心，公司新开拓了秦皇岛、威海、 邯郸
"""601b9838031af7a1feeab700""",一带一路（19年之前）,年度报告,2014,中铁装配：2014年年度报告摘要,300374.SZ,中铁装配,制造业,非金属矿物制品业,北京市,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300374/page_type/ndbg.phtml,,,,,0,,北京恒通创新赛木科技股份有限公司2014年年度报告,,2,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300374&id=1747708,"事会报告 一、管理层讨论与分析 1、报告期内主要业务回顾     2014年，全球经济复苏跌宕曲折，我国经济处于结构调整期，呈现新常态，下行压力持续加大。面对 复杂严峻的经济形势，公司管理层按照年初董事会制订的经营计划，从提升内在竞争力入手，以客户需求 为导向，充分利用新型工业化、城镇化释放出来的国内市场空间和一带一路国家战略规划带来的国际市场 机遇，公司主营业务继续保持了良好的发展势头。报告期内，公司实现营业收入41,529.00万元，比上年同 期增长16.80%，实现净利润6,219.51万元，比上年同期增长0.72%，归属于母公司的净利润为6,232.41万元， 比上年同期增长1.57%",。     报告期内，公司在董事会的领导下，在以下几项主要工作上取得了新的进展：     1、继续完善营销体系建设，市场范围进一步扩大     公司进一步明确了自身定位，突出自身特色，加强品牌建设与营销，着力提高产品市场竞争力，提升 服务质量，增强开拓市场的内在能力。报告期内，公司在以生产基地为中心完善直销体系建设的同时，引 入第三方服务，积极推进经销商网络建设，新签约经销商6家。公司积极跟进国家一带一路经济战略，借 助新疆作为丝绸之路经济带核心地区的区位优势，以新疆基地为中心，继续巩固和扩大新疆市场，至2014 年末，新疆市场已经覆盖了乌苏市、奎屯市、奇台县、昭苏县、塔城市、特克斯县、和丰县、托里县、和 布克赛尔蒙古自治县、吐鲁番市、洛浦县、昌吉州等。以北京基地为中心，公司新开拓了秦皇岛、威海、 邯郸、青岛等国内市场和毛里求斯、菲律宾等国际市场。为进一步提高海外市场对公司产品的认知度，公, 司增加了海外市场样板房投入，并加快海外目标市场的材料准入认证，为公司下一步海外市场业务拓展奠 定基础，2014年，公司已在巴西、新西兰、加拿大、马来西亚完成或开始建设样板房，并完成澳大利亚及 俄罗斯的材料准入认证，巴西的材料准入认证正在办理中。此外，公司抓住新型城镇化建设市场机遇，在 新农村建设、景区旅游休闲建筑等方面都取得了新的突破。     2、生产基地建设进展顺利     为了进一步完善生产基地布局，公司在2014年相继启动了北京市房山区窦店基地建设和新疆吐鲁番生 产基地建设，报告期内，新疆吐鲁番基地已经建成投产，北京市房山区窦店基地完成基础设施建设投资 6138.64万元。这两个基地
