sentence,keywords,parent,level,name,title,stockName,stockCode,degrees,positions,mbas,totalCount
"唐娜:女,1976年12月出生,持有中国政法大学法学学士学位,曾于中国人民大学城市经济学专业研究生班学习","[""中国人民大学""]","唐娜:女,1976年12月出生,持有中国政法大学法学学士学位,曾于中国人民大学城市经济学专业研究生班学习",1,唐娜,监事,东阿阿胶,000423,"[""本科"",""硕士""]",[],[],2
"现任湖南大学企业绩效评价研究所所长、岳麓学者,湖南大学工商管理学院教授、博士生导师、学术委员会委员,2007年7月至今兼任全国高校商务管理研究会副会长","[""湖南大学""]","现任湖南大学企业绩效评价研究所所长、岳麓学者,湖南大学工商管理学院教授、博士生导师、学术委员会委员,2007年7月至今兼任全国高校商务管理研究会副会长",1,袁凌,独立董事,张家界,000430,"[""博士""]","[""教授"",""导师"",""所长""]","[""管理学"",""工商管理""]",6
"2000年6月至2016年12月,任湖南大学工商管理学院副院长","[""湖南大学""]","2000年6月至2016年12月,任湖南大学工商管理学院副院长",1,袁凌,独立董事,张家界,000430,[],"[""院长""]","[""管理学"",""工商管理""]",3
"西北工业大学航空宇航科学技术专业毕业,博士学历","[""西北工业大学""]","西北工业大学航空宇航科学技术专业毕业,博士学历",1,杨乃定,独立董事,国际医学,000516,"[""博士""]",[],[],1
历任西北工业大学管理学院讲师、副教授、博士生导师、副院长、常务副院长、院长,"[""西北工业大学""]",历任西北工业大学管理学院讲师、副教授、博士生导师、副院长、常务副院长、院长,1,杨乃定,独立董事,国际医学,000516,"[""博士""]","[""教授"",""院长"",""导师"",""讲师""]","[""管理学""]",6
"现任西北工业大学管理学院教授、博士生导师,中航飞机股份有限公司独立董事,西安国际医学投资股份有限公司独立董事、炼石航空科技股份有限公司独立董事、陕西红旗民爆集团股份有限公司独立董事、西部金属材料股份有限公司独立董事","[""西北工业大学""]","现任西北工业大学管理学院教授、博士生导师,中航飞机股份有限公司独立董事,西安国际医学投资股份有限公司独立董事、炼石航空科技股份有限公司独立董事、陕西红旗民爆集团股份有限公司独立董事、西部金属材料股份有限公司独立董事",1,杨乃定,独立董事,国际医学,000516,"[""博士""]","[""教授"",""导师""]","[""管理学""]",4
"王欣新,男,1952年5月出生,硕士研究生学历,任职中国人民大学法学院教授","[""中国人民大学""]","王欣新,男,1952年5月出生,硕士研究生学历,任职中国人民大学法学院教授",1,王欣新,独立董事,京粮控股,000505,"[""硕士""]","[""教授""]",[],2
"袁新瑞,女,1980年出生,毕业于西北工业大学,专科学历","[""西北工业大学""]","袁新瑞,女,1980年出生,毕业于西北工业大学,专科学历",1,袁新瑞,职工监事,*ST华塑,000509,"[""毕业""]",[],[],1
曾在四川大学商学院EDP培训中心企业家高级研修班学习,"[""四川大学""]",曾在四川大学商学院EDP培训中心企业家高级研修班学习,1,刘江东,"董事长,董事",新金路,000510,[],[],[],0
"张宗俊,男,1970年生,中国国籍,无境外永久居留权,四川大学MBA研究生","[""四川大学""]","张宗俊,男,1970年生,中国国籍,无境外永久居留权,四川大学MBA研究生",1,张宗俊,独立董事,新金路,000510,"[""硕士""]",[],"[""MBA""]",2
"路应金,男,汉族,1964年10月出生,中共党员,博士研究生学历,电子科技大学管理科学与工程博士学位","[""电子科技大学""]","路应金,男,汉族,1964年10月出生,中共党员,博士研究生学历,电子科技大学管理科学与工程博士学位",1,路应金,独立董事,长虹美菱,000521,"[""博士"",""硕士""]",[],[],2
"历任胜利油田钻井技术公司助理工程师,西南石油局职工培训中心讲师等职务,自2002年起在电子科技大学师资博士任教,美国肯塔基大学计算机科学系访问学者","[""电子科技大学""]","历任胜利油田钻井技术公司助理工程师,西南石油局职工培训中心讲师等职务,自2002年起在电子科技大学师资博士任教,美国肯塔基大学计算机科学系访问学者",1,路应金,独立董事,长虹美菱,000521,"[""博士""]","[""访问学者"",""讲师""]",[],3
"现任电子科技大学经济与管理学院副教授,合肥美菱股份有限公司独立董事","[""电子科技大学""]","现任电子科技大学经济与管理学院副教授,合肥美菱股份有限公司独立董事",1,路应金,独立董事,长虹美菱,000521,[],"[""教授""]","[""管理学""]",2
"干胜道,男,汉族,1967年3月出生,安徽天长人,现任四川大学商学院会计学教授、博士生导师,博士后合作导师","[""四川大学""]","干胜道,男,汉族,1967年3月出生,安徽天长人,现任四川大学商学院会计学教授、博士生导师,博士后合作导师",1,干胜道,独立董事,长虹美菱,000521,"[""博士"",""博士后""]","[""教授"",""导师""]",[],4
一直在四川大学从事财务管理与会计学的教学和科研工作,"[""四川大学""]",一直在四川大学从事财务管理与会计学的教学和科研工作,1,干胜道,独立董事,长虹美菱,000521,[],[],[],0
现任四川大学金融研究所副所长、中国会计学会理事、中国民主建国会中央委员、四川省政协委员等职,"[""四川大学""]",现任四川大学金融研究所副所长、中国会计学会理事、中国民主建国会中央委员、四川省政协委员等职,1,干胜道,独立董事,长虹美菱,000521,[],"[""所长""]",[],1
"刘兰玉,女,1966年2月出生,中国人民大学民法学硕士","[""中国人民大学""]","刘兰玉,女,1966年2月出生,中国人民大学民法学硕士",1,刘兰玉,独立董事,紫光学大,000526,"[""硕士""]",[],[],1
"1993年12月至今任职于四川大学,主要从事财税、金融方面的教学研究工作,现任四川大学商学院副教授,会计学专业财务管理研究方向硕士生导师,四川大学项目管理及城市建设研究所副所长","[""四川大学""]","1993年12月至今任职于四川大学,主要从事财税、金融方面的教学研究工作,现任四川大学商学院副教授,会计学专业财务管理研究方向硕士生导师,四川大学项目管理及城市建设研究所副所长",1,文红星,独立董事,*ST华塑,000509,"[""硕士""]","[""教授"",""导师"",""所长""]",[],4
"于1992年毕业于四川大学微生物学专业,本科学历","[""四川大学""]","于1992年毕业于四川大学微生物学专业,本科学历",1,唐阳刚,总裁,丽珠集团,000513,"[""本科""]",[],[],1
"现任陕西财经学院、西安交通大学金融学教学和研究工作,博士生导师,西安交通大学金融制度与经济政策研究所所长,未来金融科技集团有限公司、西安国际医学投资股份有限公司的独立董事","[""西安交通大学""]","现任陕西财经学院、西安交通大学金融学教学和研究工作,博士生导师,西安交通大学金融制度与经济政策研究所所长,未来金融科技集团有限公司、西安国际医学投资股份有限公司的独立董事",1,李富有,独立董事,国际医学,000516,"[""博士""]","[""导师"",""所长""]",[],3
"吴忠,男,汉族,1972年10月出生,毕业于中国人民大学,工商管理硕士,中共党员","[""中国人民大学""]","吴忠,男,汉族,1972年10月出生,毕业于中国人民大学,工商管理硕士,中共党员",1,吴忠,独立董事,中兵红箭,000519,"[""硕士""]",[],"[""工商管理""]",2
"季阁,女,汉族,河南南阳人,1982年1月生,中共党员,大学本科学历,湖南大学法学专业毕业,安徽大学法律硕士","[""湖南大学""]","季阁,女,汉族,河南南阳人,1982年1月生,中共党员,大学本科学历,湖南大学法学专业毕业,安徽大学法律硕士",1,季阁,职工监事,长虹美菱,000521,"[""本科"",""硕士""]",[],[],2
"王震先生曾任河北经贸管理干部学院团委副书记、石家庄经济学院职业技术学院讲师,现任国家税务总局教育中心特聘专家、中国人民大学财政金融学院研究生合作导师、中南财经政法大学兼职硕士生导师、北京国家会计学院特聘客座教授、中国税收筹划研究会理事、中国商业会计学会理事,河北地质大学会计学院税收筹划研究中心主任","[""中国人民大学""]","王震先生曾任河北经贸管理干部学院团委副书记、石家庄经济学院职业技术学院讲师,现任国家税务总局教育中心特聘专家、中国人民大学财政金融学院研究生合作导师、中南财经政法大学兼职硕士生导师、北京国家会计学院特聘客座教授、中国税收筹划研究会理事、中国商业会计学会理事,河北地质大学会计学院税收筹划研究中心主任",1,王震,独立董事,紫光学大,000526,"[""硕士""]","[""教授"",""导师"",""讲师"",""主任""]",[],5
"邵敏,男,出生于1983年,中国国籍,无境外永久居留权,毕业于西安交通大学,本科学历","[""西安交通大学""]","邵敏,男,出生于1983年,中国国籍,无境外永久居留权,毕业于西安交通大学,本科学历",1,邵敏,监事会主席,长虹美菱,000521,"[""本科""]",[],[],1
"历任辽宁省高级人民法院书记员、助理审判员,上海交通大学法学院教授、博士生导师,同济大学知识产权学院教授、博士生导师等职","[""同济大学""]","历任辽宁省高级人民法院书记员、助理审判员,上海交通大学法学院教授、博士生导师,同济大学知识产权学院教授、博士生导师等职",1,韩赤风,独立董事,中兵红箭,000519,"[""博士""]","[""教授"",""导师""]",[],3
"李霞,女,汉族,四川邛崃人,中共党员,1980年10月生,硕士研究生学历,中级会计师,四川大学工商管理学院会计专业毕业","[""四川大学""]","李霞,女,汉族,四川邛崃人,中共党员,1980年10月生,硕士研究生学历,中级会计师,四川大学工商管理学院会计专业毕业",1,李霞,董事会秘书,长虹美菱,000521,"[""硕士""]",[],"[""管理学"",""工商管理""]",3
"何心坦,男,出生于1980年,中国国籍,无境外永久居留权,毕业于西安交通大学,硕士学历","[""西安交通大学""]","何心坦,男,出生于1980年,中国国籍,无境外永久居留权,毕业于西安交通大学,硕士学历",1,何心坦,监事,长虹美菱,000521,"[""硕士""]",[],[],1
"胡荣尚,男,出生于1987年7月,毕业于湖南大学金融学专业,博士研究生,中级经济师","[""湖南大学""]","胡荣尚,男,出生于1987年7月,毕业于湖南大学金融学专业,博士研究生,中级经济师",1,胡荣尚,董事,ST生物,000504,"[""博士"",""硕士""]",[],[],2
"寇化梦,男,汉族,四川盐亭人,1970年2月出生,中共党员,硕士研究生学历,四川省工商管理学院研究生毕业,电子科技大学高级工商管理硕士毕业","[""电子科技大学""]","寇化梦,男,汉族,四川盐亭人,1970年2月出生,中共党员,硕士研究生学历,四川省工商管理学院研究生毕业,电子科技大学高级工商管理硕士毕业",1,寇化梦,副总裁,长虹美菱,000521,"[""硕士""]",[],"[""管理学"",""工商管理""]",3
北京航空航天大学经济管理学院金融学科责任教授、博士生导师,"[""北京航空航天大学""]",北京航空航天大学经济管理学院金融学科责任教授、博士生导师,1,韩立岩,独立董事,柳    工,000528,"[""博士""]","[""教授"",""导师""]","[""管理学""]",4
"1988年8月至1991年7月在江西省临川县工商银行工作,1991年9月至1994年7月在西安交通大学攻读硕士研究生,1994年9月至1997年7月在中国科学院攻读博士学位,1997年10月至今在北京大学任职,现任经济学院教授","[""西安交通大学""]","1988年8月至1991年7月在江西省临川县工商银行工作,1991年9月至1994年7月在西安交通大学攻读硕士研究生,1994年9月至1997年7月在中国科学院攻读博士学位,1997年10月至今在北京大学任职,现任经济学院教授",1,王一鸣,董事,华金资本,000532,"[""博士"",""硕士""]","[""教授""]",[],3
"丁杰,男,1963年生,西安交通大学压缩机及制冷技术专业毕业,华中科技大学工商管理专业硕士、博士","[""西安交通大学""]","丁杰,男,1963年生,西安交通大学压缩机及制冷技术专业毕业,华中科技大学工商管理专业硕士、博士",1,丁杰,总经理,冰山冷热,000530,"[""博士"",""硕士""]",[],"[""工商管理""]",3
"陈岚,女,1968年2月出生,英国威尔士大学/中国人民大学MBA,工商管理硕士","[""中国人民大学""]","陈岚,女,1968年2月出生,英国威尔士大学/中国人民大学MBA,工商管理硕士",1,陈岚,副总经理,万泽股份,000534,"[""硕士""]",[],"[""MBA"",""工商管理""]",3
"刘革,女,1967年出生,毕业于湖南大学,本科学历","[""湖南大学""]","刘革,女,1967年出生,毕业于湖南大学,本科学历",1,刘革,监事,顺钠股份,000533,"[""本科""]",[],[],1
"张险峰:男,汉族,1970年7月出生,中共党员,无境外永久居留权,中国人民大学MBA学历,高级政工师、经济师","[""中国人民大学""]","张险峰:男,汉族,1970年7月出生,中共党员,无境外永久居留权,中国人民大学MBA学历,高级政工师、经济师",1,张险峰,董事,佛山照明,000541,[],[],"[""MBA""]",1
"毕天晓,男,1964年12月生,江苏南京人,本科学历,毕业于湖南大学生物专业","[""湖南大学""]","毕天晓,男,1964年12月生,江苏南京人,本科学历,毕业于湖南大学生物专业",1,毕天晓,总经理,万泽股份,000534,"[""本科""]",[],[],1
"黄志勇:男,汉族,1969年8月出生,中共党员,西安电子科技大学电子设备结构本科毕业,工程师","[""电子科技大学""]","黄志勇:男,汉族,1969年8月出生,中共党员,西安电子科技大学电子设备结构本科毕业,工程师",1,黄志勇,董事,佛山照明,000541,"[""本科""]",[],[],1
西安交通大学硕士研究生毕业,"[""西安交通大学""]",西安交通大学硕士研究生毕业,1,李葆冰,董事,粤电力Ａ,000539,"[""硕士""]",[],[],1
"湖南大学学士,华南理工大学工程硕士","[""湖南大学""]","湖南大学学士,华南理工大学工程硕士",1,毛庆汉,董事,粤电力Ａ,000539,"[""本科"",""硕士""]",[],[],2
哈尔滨工业大学硕士研究生毕业,"[""哈尔滨工业大学""]",哈尔滨工业大学硕士研究生毕业,1,文联合,董事,粤电力Ａ,000539,"[""硕士""]",[],[],1
曾在中国人民大学律师学院研修公司并购与重组法律业务,"[""中国人民大学""]",曾在中国人民大学律师学院研修公司并购与重组法律业务,1,仲涛,独立董事,中天金融,000540,[],[],[],0
"路运锋先生:西安交通大学金融学博士.曾任中共河南省委讲师团讲师,中共河南省委宣传部《市场经济导报》、《河南宣传》杂志社副编审.现任本公司第二届董事会独立董事,博星投资咨询有限公司总经理、副董事长.","[""西安交通大学""]","路运锋先生:西安交通大学金融学博士.曾任中共河南省委讲师团讲师,中共河南省委宣传部《市场经济导报》、《河南宣传》杂志社副编审.现任本公司第二届董事会独立董事,博星投资咨询有限公司总经理、副董事长.",1,路运锋,独立董事,中原环保,000544,"[""博士""]","[""讲师""]",[],2
"于建斌先生,1968年生,拥有西安交通大学锻压专业学士学位","[""西安交通大学""]","于建斌先生,1968年生,拥有西安交通大学锻压专业学士学位",1,于建斌,副总裁,江铃汽车,000550,"[""本科""]",[],[],1
现任同济大学环境科学与工程学院教授,"[""同济大学""]",现任同济大学环境科学与工程学院教授,1,尹大强,独立董事,金圆股份,000546,[],"[""教授""]",[],1
"何品晶,男,1962年10月23日出生,博士学历,中国籍,无境外居留权,现任同济大学环境科学与工程学院教授","[""同济大学""]","何品晶,男,1962年10月23日出生,博士学历,中国籍,无境外居留权,现任同济大学环境科学与工程学院教授",1,何品晶,独立董事,金圆股份,000546,"[""博士""]","[""教授""]",[],2
"现任湖南大学工商管理学院会计学副教授,硕士研究生导师,民建湖南大学基层委员会副主委,民建湖南大学北校区支部主委","[""湖南大学""]","现任湖南大学工商管理学院会计学副教授,硕士研究生导师,民建湖南大学基层委员会副主委,民建湖南大学北校区支部主委",1,周兰,独立董事,湖南投资,000548,"[""硕士""]","[""教授"",""导师""]","[""管理学"",""工商管理""]",5
"陈光先生,1973年出生,拥有湖南大学汽车专业工学学士学位,现任江铃汽车股份有限公司监事,江铃重型汽车有限公司副总经理","[""湖南大学""]","陈光先生,1973年出生,拥有湖南大学汽车专业工学学士学位,现任江铃汽车股份有限公司监事,江铃重型汽车有限公司副总经理",1,陈光,职工监事,江铃汽车,000550,"[""本科""]",[],[],1
"兼任浙江省总会计师协会常务理事、常务副会长,浙江财经大学、浙江工商大学、浙江电子科技大学会计学硕士生实务导师","[""电子科技大学""]","兼任浙江省总会计师协会常务理事、常务副会长,浙江财经大学、浙江工商大学、浙江电子科技大学会计学硕士生实务导师",1,俞乐平,独立董事,金圆股份,000546,"[""硕士""]","[""导师""]",[],2
"蔡鹏飞,男,1971年出生,1993年毕业于哈尔滨工业大学,工学学士学位","[""哈尔滨工业大学""]","蔡鹏飞,男,1971年出生,1993年毕业于哈尔滨工业大学,工学学士学位",1,蔡鹏飞,职工监事,航天发展,000547,"[""本科""]",[],[],1
"曾兼任湖南省注册会计师协会执业惩戒委员会委员,湖南大学会计学院硕士生导师","[""湖南大学""]","曾兼任湖南省注册会计师协会执业惩戒委员会委员,湖南大学会计学院硕士生导师",1,唐红,独立董事,湖南投资,000548,"[""硕士""]","[""导师""]",[],2
教育背景:1995年7月获北京航空航天大学计算机科学与工程系学士,"[""北京航空航天大学""]",教育背景:1995年7月获北京航空航天大学计算机科学与工程系学士,1,徐啸,首席技术官,神州信息,000555,"[""本科""]",[],[],1
1998年3月获北京航空航天大学计算机软件硕士,"[""北京航空航天大学""]",1998年3月获北京航空航天大学计算机软件硕士,1,徐啸,首席技术官,神州信息,000555,"[""硕士""]",[],[],1
"赵文甫,男,47岁,1994年7月毕业于西安交通大学,获工学学士学位","[""西安交通大学""]","赵文甫,男,47岁,1994年7月毕业于西安交通大学,获工学学士学位",1,赵文甫,高级副总裁,神州信息,000555,"[""本科""]",[],[],1
教育背景:1986年毕业于西安交通大学电子工程系,"[""西安交通大学""]",教育背景:1986年毕业于西安交通大学电子工程系,1,许克勤,职工监事,神州信息,000555,"[""毕业""]",[],[],1
"刘伟刚,男,34岁,2008年6月毕业于中国人民大学,获经济学学士学位","[""中国人民大学""]","刘伟刚,男,34岁,2008年6月毕业于中国人民大学,获经济学学士学位",1,刘伟刚,董事会秘书,神州信息,000555,"[""本科""]",[],[],1
2015年12月获得中国人民大学经济学硕士学位,"[""中国人民大学""]",2015年12月获得中国人民大学经济学硕士学位,1,刘伟刚,董事会秘书,神州信息,000555,"[""硕士""]",[],[],1
"1987年7月,毕业于中国人民大学财政系,获经济学硕士学位","[""中国人民大学""]","1987年7月,毕业于中国人民大学财政系,获经济学硕士学位",1,王永利,独立董事,神州信息,000555,"[""硕士""]",[],[],1
中国人民大学工商管理硕士,"[""中国人民大学""]",中国人民大学工商管理硕士,1,文彬,董事,我爱我家,000560,"[""硕士""]",[],"[""工商管理""]",2
"韩玮,男,1982年出生,西安交通大学经济学学士、法学学士,厦门大学金融学研究生,中级经济师","[""西安交通大学""]","韩玮,男,1982年出生,西安交通大学经济学学士、法学学士,厦门大学金融学研究生,中级经济师",1,韩玮,总裁,供销大集,000564,"[""本科"",""硕士""]",[],[],2
"林晓赛,女,1971年生,北京航空航天大学项目管理硕士,会计师,美国注册舞弊审计师","[""北京航空航天大学""]","林晓赛,女,1971年生,北京航空航天大学项目管理硕士,会计师,美国注册舞弊审计师",1,林晓赛,监事会主席,供销大集,000564,"[""硕士""]",[],[],1
"西安交通大学产业经济学专业毕业,博士研究生学历","[""西安交通大学""]","西安交通大学产业经济学专业毕业,博士研究生学历",1,杨秀云,独立董事,烽火电子,000561,"[""博士"",""硕士""]",[],[],2
"历任陕西财经学院助教、讲师,西安交通大学经济与金融学院副教授、教授、博士生导师,现任西安交通大学经济与金融学院教授、博士生导师,中航飞机股份有限公司独立董事和陕西烽火电子股份有限公司独立董事","[""西安交通大学""]","历任陕西财经学院助教、讲师,西安交通大学经济与金融学院副教授、教授、博士生导师,现任西安交通大学经济与金融学院教授、博士生导师,中航飞机股份有限公司独立董事和陕西烽火电子股份有限公司独立董事",1,杨秀云,独立董事,烽火电子,000561,"[""博士""]","[""教授"",""导师"",""讲师""]",[],4
"历任西安市人民银行干部,陕西财经学院金融系讲师、副教授、教授,金融发展研究所副所长,金融系副主任,金融财政学院副院长,西安交通大学经济与金融学院副院长","[""西安交通大学""]","历任西安市人民银行干部,陕西财经学院金融系讲师、副教授、教授,金融发展研究所副所长,金融系副主任,金融财政学院副院长,西安交通大学经济与金融学院副院长",1,王晓芳,监事,陕国投Ａ,000563,[],"[""教授"",""院长"",""讲师"",""主任"",""所长""]",[],5
现任西安交通大学经济与金融学院金融系教授、博士生导师,"[""西安交通大学""]",现任西安交通大学经济与金融学院金融系教授、博士生导师,1,王晓芳,监事,陕国投Ａ,000563,"[""博士""]","[""教授"",""导师""]",[],3
"现任西北大学教授、硕士生导师,西安交通大学管理学院兼职教授,陕西工商管理硕士学院兼职教授,华夏银行兼职教授,陕西大公税务师事务所有限责任公司副董事长、董事","[""西安交通大学""]","现任西北大学教授、硕士生导师,西安交通大学管理学院兼职教授,陕西工商管理硕士学院兼职教授,华夏银行兼职教授,陕西大公税务师事务所有限责任公司副董事长、董事",1,郭世辉,独立董事,供销大集,000564,"[""硕士""]","[""教授"",""导师""]","[""管理学"",""工商管理""]",5
"王卫东,男,1969年出生,西安交通大学软件工程硕士","[""西安交通大学""]","王卫东,男,1969年出生,西安交通大学软件工程硕士",1,王卫东,独立董事,供销大集,000564,"[""硕士""]",[],[],1
"安徽大学经济学学士,中国人民大学工商管理硕士,东北大学产业经济学博士,高级经济师、高级政工师,中国城市经济学会理事、中国产权协会董事分会理事","[""中国人民大学""]","安徽大学经济学学士,中国人民大学工商管理硕士,东北大学产业经济学博士,高级经济师、高级政工师,中国城市经济学会理事、中国产权协会董事分会理事",1,卢俊,副总裁,我爱我家,000560,"[""博士"",""本科"",""硕士""]",[],"[""工商管理""]",4
"历任陕西财经学院教研室副主任、会计系副教授、教研室主任、财会学院副院长,西安交通大学会计学院教授、副院长","[""西安交通大学""]","历任陕西财经学院教研室副主任、会计系副教授、教研室主任、财会学院副院长,西安交通大学会计学院教授、副院长",1,张俊瑞,独立董事,烽火电子,000561,[],"[""教授"",""院长"",""主任""]",[],3
现任西安交通大学管理学院教授、博士生导师,"[""西安交通大学""]",现任西安交通大学管理学院教授、博士生导师,1,张俊瑞,独立董事,烽火电子,000561,"[""博士""]","[""教授"",""导师""]","[""管理学""]",4
"历任陕西财经学院教研室副主任、会计系副教授、教研室主任、财会学院副院长,西安交通大学会计学院教授、副院长","[""西安交通大学""]","历任陕西财经学院教研室副主任、会计系副教授、教研室主任、财会学院副院长,西安交通大学会计学院教授、副院长",1,张俊瑞,独立董事,陕国投Ａ,000563,[],"[""教授"",""院长"",""主任""]",[],3
现任西安交通大学管理学院教授、博士生导师,"[""西安交通大学""]",现任西安交通大学管理学院教授、博士生导师,1,张俊瑞,独立董事,陕国投Ａ,000563,"[""博士""]","[""教授"",""导师""]","[""管理学""]",4
"2009年至2017年,任湖南大学教授、博士生导师、新能源汽车研究中心主任","[""湖南大学""]","2009年至2017年,任湖南大学教授、博士生导师、新能源汽车研究中心主任",1,景柱,"董事长,董事",ST海马,000572,"[""博士""]","[""教授"",""导师"",""主任""]",[],4
"2012年3月至2015年3月,任中国人民大学律师学院副院长","[""中国人民大学""]","2012年3月至2015年3月,任中国人民大学律师学院副院长",1,徐家力,独立董事,*ST大洲,000571,[],"[""院长""]",[],1
"白智全先生,汉族,1966年生,高级工程师,于1989年7月毕业于华西医科大学(现四川大学)药学系药物化学专业,于2003年毕业西南大学法学院研究生班","[""四川大学""]","白智全先生,汉族,1966年生,高级工程师,于1989年7月毕业于华西医科大学(现四川大学)药学系药物化学专业,于2003年毕业西南大学法学院研究生班",1,白智全,副总经理,海南海药,000566,"[""硕士""]",[],[],1
"林健女士,汉族,1969年生,高级会计师,高级财务管理师,1990年毕业于海南大学涉外会计专业(大专),2001年-2003年参加中国人民大学(MBA)工商管理研究生(在职研究生)","[""中国人民大学""]","林健女士,汉族,1969年生,高级会计师,高级财务管理师,1990年毕业于海南大学涉外会计专业(大专),2001年-2003年参加中国人民大学(MBA)工商管理研究生(在职研究生)",1,林健,副总经理,海南海药,000566,"[""硕士""]",[],"[""MBA"",""工商管理""]",3
2005年7月哈尔滨工业大学机械制造及其自动化专业研究生毕业,"[""哈尔滨工业大学""]",2005年7月哈尔滨工业大学机械制造及其自动化专业研究生毕业,1,高强,常务副总经理,哈工智能,000584,"[""硕士""]",[],[],1
"王杰,男,1975年10月出生,北京大学法学学士,中国人民大学民商法在职研究生","[""中国人民大学""]","王杰,男,1975年10月出生,北京大学法学学士,中国人民大学民商法在职研究生",1,王杰,独立董事,汇源通信,000586,"[""本科"",""硕士""]",[],[],2
"季庆滨,男,汉族,中共党员,出生于1971年6月1日,毕业于哈尔滨工业大学,硕士","[""哈尔滨工业大学""]","季庆滨,男,汉族,中共党员,出生于1971年6月1日,毕业于哈尔滨工业大学,硕士",1,季庆滨,副总裁,*ST金洲,000587,"[""硕士""]",[],[],1
哈尔滨工业大学管理学博士学位、澳大利亚MonashUniversity大学经济学博士学位,"[""哈尔滨工业大学""]",哈尔滨工业大学管理学博士学位、澳大利亚MonashUniversity大学经济学博士学位,1,郭海凤,独立董事,哈工智能,000584,"[""博士""]",[],"[""管理学""]",2
"2009年10月至2015年12月任哈尔滨工业大学经济与管理学院应用经济系讲师、副教授,2016年1月至今任哈尔滨工业大学经济与管理学院金融系主任、教授/博士生导师","[""哈尔滨工业大学""]","2009年10月至2015年12月任哈尔滨工业大学经济与管理学院应用经济系讲师、副教授,2016年1月至今任哈尔滨工业大学经济与管理学院金融系主任、教授/博士生导师",1,郭海凤,独立董事,哈工智能,000584,"[""博士""]","[""教授"",""导师"",""讲师"",""主任""]","[""管理学""]",6
"刘献栋:男,1966年3月出生,1986年7月本科毕业于吉林工业大学汽车工程专业,1989年6月硕士毕业于吉林工业大学计算力学专业,1999年7月博士毕业于北京航空航天大学航空宇航推进理论与工程专业,工学博士、教授、博士生导师","[""北京航空航天大学""]","刘献栋:男,1966年3月出生,1986年7月本科毕业于吉林工业大学汽车工程专业,1989年6月硕士毕业于吉林工业大学计算力学专业,1999年7月博士毕业于北京航空航天大学航空宇航推进理论与工程专业,工学博士、教授、博士生导师",1,刘献栋,董事,贵州轮胎,000589,"[""博士"",""本科"",""硕士""]","[""教授"",""导师""]",[],5
"曾任北京航空航天大学汽车工程系副主任(2003-2007)、交通科学与工程学院汽车工程系主任(2007-2016),现任北京航空航天大学交通科学与工程学院汽车工程系教授、博士生导师,兼任中国汽车工程学会振动噪声分会专家委员会委员、北京汽车工程学会常务理事、北京振动工程学会理事","[""北京航空航天大学""]","曾任北京航空航天大学汽车工程系副主任(2003-2007)、交通科学与工程学院汽车工程系主任(2007-2016),现任北京航空航天大学交通科学与工程学院汽车工程系教授、博士生导师,兼任中国汽车工程学会振动噪声分会专家委员会委员、北京汽车工程学会常务理事、北京振动工程学会理事",1,刘献栋,董事,贵州轮胎,000589,"[""博士""]","[""教授"",""导师"",""主任""]",[],4
"崔维先生,1977年5月出生,中国国籍,无境外永久居留权,毕业于上海同济大学,硕士学历,拥有律师执业资格证和专利代理人职业资格证","[""同济大学""]","崔维先生,1977年5月出生,中国国籍,无境外永久居留权,毕业于上海同济大学,硕士学历,拥有律师执业资格证和专利代理人职业资格证",1,崔维,独立董事,*ST金洲,000587,"[""硕士""]",[],[],1
"冯雪先生:1990年2月出生,中共党员,中国人民大学学士","[""中国人民大学""]","冯雪先生:1990年2月出生,中共党员,中国人民大学学士",1,冯雪,总裁,启迪古汉,000590,"[""本科""]",[],[],1
"赵亮,男,中国国籍,1984年出生,无境外永久居留权,哈尔滨工业大学机械电子工程工学博士","[""哈尔滨工业大学""]","赵亮,男,中国国籍,1984年出生,无境外永久居留权,哈尔滨工业大学机械电子工程工学博士",1,赵亮,副总经理,哈工智能,000584,"[""博士""]",[],[],1
"2010年10月毕业于哈尔滨工业大学机械电子工程专业工业机器人方向,获工学博士学位","[""哈尔滨工业大学""]","2010年10月毕业于哈尔滨工业大学机械电子工程专业工业机器人方向,获工学博士学位",1,于振中,"副董事长,董事",哈工智能,000584,"[""博士""]",[],[],1
"1986年毕业于浙江大学内燃机专业本科毕业,获工学学士学位,1989年毕业于原上海铁道学院机车车辆专业,获工学硕士学位,2007年毕业于同济大学车辆工程专业,在职获工学博士学位","[""同济大学""]","1986年毕业于浙江大学内燃机专业本科毕业,获工学学士学位,1989年毕业于原上海铁道学院机车车辆专业,获工学硕士学位,2007年毕业于同济大学车辆工程专业,在职获工学博士学位",1,楼狄明,独立董事,威孚高科,000581,"[""博士"",""本科"",""硕士""]",[],[],3
"曾任上海铁道学院机械工程系副主任、党总支书记,同济大学机械工程学院分党委副书记兼机车车辆工程系党总支书记,铁道与城市轨道交通研究院常务副院长,中共同济大学第二联合委员会书记等职务","[""同济大学""]","曾任上海铁道学院机械工程系副主任、党总支书记,同济大学机械工程学院分党委副书记兼机车车辆工程系党总支书记,铁道与城市轨道交通研究院常务副院长,中共同济大学第二联合委员会书记等职务",1,楼狄明,独立董事,威孚高科,000581,[],"[""院长"",""主任""]",[],2
