南京证券,601990,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
资产管理业务,3043,550,2493,81.94%,3.66%
证券投资业务,62836,3440,59397,94.53%,87.18%
证券经纪业务,58215,20694,37522,64.45%,55.07%
投资银行业务,12944,3300,9644,74.51%,14.16%
期货经纪业务,7214,5980,1233,17.1%,1.81%
公司总部及其他业务,-12141,30015,-42157,347.21%,-61.88%
分部间抵销,-139,-138,-1,0.7%,-0%

南京证券,601990,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
证券经纪业务,102830,51971,50859,49.46%,53.29%
分部间抵销,-675,-290,-385,57.02%,-0.4%
资产管理业务,7240,2807,4433,61.23%,4.64%
期货经纪业务,23824,21440,2384,10%,2.5%
证券投资业务,73571,9017,64554,87.74%,67.64%
公司总部及其他业务,-16826,25593,-42419,252.1%,-44.44%
投资银行业务,30215,14199,16016,53.01%,16.78%

南京证券,601990,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间抵消,-338,-128,-210,62.11%,-0.42%
资产管理业务,3063,644,2419,78.97%,4.79%
证券经纪业务,54407,20159,34248,62.95%,67.85%
公司总部及其他业务,-6336,15175,-21511,339.5%,-42.61%
证券自营业务,27392,1685,25707,93.85%,50.93%
期货经纪业务,9527,8679,848,8.9%,1.68%
投资银行业务,12527,3550,8977,71.66%,17.78%

南京证券,601990,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司总部及其他业务,-9313,19831,-29144,312.95%,-93.59%
分部间抵销,-3033,-305,-2728,89.94%,-8.76%
资产管理业务,5581,2377,3204,57.41%,10.29%
证券经纪业务,92359,44805,47554,51.49%,152.71%
期货经纪业务,7648,6371,1276,16.69%,4.1%
证券自营业务,17969,9825,8144,45.32%,26.15%
投资银行业务,12183,9349,2834,23.26%,9.1%

南京证券,601990,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
公司总部及其他业务,-5886,9156,-15043,255.56%,-63.89%
证券自营业务,5835,7430,-1595,-27.34%,-6.77%
分部间抵销,-973,-144,-829,85.23%,-3.52%
证券经纪业务,51185,17795,33390,65.23%,141.82%
投资银行业务,8380,3584,4796,57.23%,20.37%
资产管理业务,2997,576,2422,80.79%,10.29%
期货经纪业务,2179,1777,402,18.45%,1.71%

南京证券,601990,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间相互抵消,-4187,-375,-3812,91.04%,-7.06%
期货经纪业务,5322,4184,1138,21.38%,2.11%
公司总部及其他业务,-10234,22603,-32837,320.87%,-60.84%
信用交易业务,49836,1251,48585,97.49%,90.02%
资产管理业务,8027,2894,5132,63.94%,9.51%
投资银行业务,8972,7122,1850,20.62%,3.43%
证券自营业务,23876,4864,19012,79.63%,35.23%
证券经纪业务,56844,41941,14904,26.22%,27.61%

南京证券,601990,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间相互抵消,-1481,-1797,316,-21.37%,0.99%
期货经纪业务,2526,2048,478,18.92%,1.49%
公司总部及其他业务,-3503,13568,-17071,487.35%,-53.19%
信用交易业务,23729,515,23214,97.83%,72.33%
资产管理业务,3315,656,2658,80.2%,8.28%
投资银行业务,4093,2682,1411,34.48%,4.4%
证券自营业务,11084,2116,8968,80.91%,27.94%
证券经纪业务,28234,16117,12117,42.92%,37.76%

南京证券,601990,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
期货经纪业务,5524,4301,1223,22.15%,1.9%
证券经纪业务,77695,42823,34872,44.88%,54.18%
信用交易业务,44192,1933,42259,95.63%,65.66%
证券自营业务,10163,9019,1143,11.25%,1.78%
分部间互相抵消,-2876,-516,-2360,82.07%,-3.67%
资产管理业务,10388,4283,6106,58.77%,9.49%
公司总部及其他业务,-20805,13352,-34157,164.18%,-53.07%
投资银行业务,25680,10401,15279,59.5%,23.74%

南京证券,601990,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间互相抵消,-7514,-586,-6928,92.21%,-3.66%
期货经纪业务,6157,5450,707,11.48%,0.37%
公司总部及其他业务,-48383,35579,-83962,173.54%,-44.39%
投资银行业务,13775,4298,9477,68.8%,5.01%
资产管理业务,5654,1758,3896,68.91%,2.06%
证券经纪业务,191021,52101,138919,72.72%,73.45%
信用交易业务,67031,4485,62546,93.31%,33.07%
证券自营业务,72268,7776,64492,89.24%,34.1%

南京证券,601990,收入构成,报告日期,2012-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间相互抵消,-689,-689,0,0%,0%
未分配项目,-1900,-- ,-1900,--,-8.08%
期货经纪业务,7076,6103,972,13.74%,4.14%
管理部门及其他业务,9797,21565,-11768,-120.12%,-50.06%
投资银行业务,2496,5834,-3338,-133.76%,-14.2%
证券自营业务,16547,1180,15366,92.87%,65.36%
证券经纪业务,52277,28100,24177,46.25%,102.84%

南京证券,601990,收入构成,报告日期,2011-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
非经纪业务,15096,28339,-13243,-87.73%,-50.18%
经纪业务,69755,31221,38534,55.24%,146%
期货业务,5782,4680,1102,19.05%,4.17%

南京证券,601990,收入构成,报告日期,2010-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
期货公司业务,4701,3963,739,15.71%,1.21%
非经纪业务,19539,29330,-9791,-50.11%,-16.08%
经纪业务,101761,31819,69942,68.73%,114.87%

南京证券,601990,收入构成,报告日期,2009-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
期货经纪业务,2719,-- ,17,--,0.02%
证券非经纪业务,28470,-- ,1531,--,1.64%
证券经纪业务,126350,-- ,91782,--,98.34%

南京证券,601990,收入构成,报告日期,2008-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
期货业务,954,1056,-102,-10.72%,-0.16%
非经纪业务,29379,19063,10316,35.11%,15.75%
经纪业务,77715,22424,55291,71.15%,84.41%

南京证券,601990,收入构成,报告日期,2007-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
期货业务,254,-- ,-50,--,-0.03%
非经纪业务,87469,-- ,59188,--,35.26%
经纪业务,137003,-- ,108716,--,64.77%


