仟源医药,300254,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
医药,106295,25674,80621,75.85%,94.35%
保健食品,1835,1020,816,44.44%,0.95%
其他（补充）,471,353,119,25.21%,0.14%
服务业,4378,627,3751,85.69%,4.39%
商业,201,59,141,70.44%,0.17%

仟源医药,300254,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他药品,9115,1890,7226,79.27%,21.43%
泌尿系统药,6398,462,5936,92.79%,17.6%
其他(补充),233,187,46,19.65%,0.14%
抗感染药,25879,5364,20515,79.27%,60.84%

仟源医药,300254,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他,728,-- ,728,--,0.84%
保健食品,3788,1462,2326,61.41%,2.67%
商业,208,-- ,208,--,0.24%
医药,105040,24029,81010,77.12%,93.11%
其他(补充),-- ,669,-669,--,-0.77%
服务业,3886,488,3398,87.45%,3.91%

仟源医药,300254,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,386,413,-27,-6.96%,-0.08%
抗感染药,25281,4989,20292,80.27%,62.28%
泌尿系统药,6226,487,5738,92.17%,17.61%
其他药品,8450,1869,6581,77.88%,20.2%

仟源医药,300254,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,822,761,61,7.4%,0.09%
保健食品,8681,2494,6186,71.27%,8.76%
商业,7105,-- ,7105,--,10.06%
服务业,4301,553,3747,87.13%,5.3%
医药,72984,19436,53548,73.37%,75.8%

仟源医药,300254,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
泌尿系统药,4853,338,4515,93.04%,21.92%
商业,4705,3703,1002,21.29%,4.86%
保健食品,4754,1364,3391,71.31%,16.46%
抗感染药,11010,3260,7751,70.4%,37.63%
其他药品,5613,1675,3938,70.16%,19.12%

仟源医药,300254,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,746,599,147,19.73%,0.27%
商业,4673,-- ,4673,--,8.72%
服务业,4239,-- ,4239,--,7.91%
保健食品,9685,2947,6737,69.57%,12.57%
医药,55265,17480,37784,68.37%,70.52%

仟源医药,300254,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,274,209,65,23.63%,0.29%
商业,529,422,107,20.23%,0.47%
服务,1911,223,1688,88.33%,7.43%
保健食品,4849,1471,3378,69.67%,14.87%
医药制造,25747,8264,17483,67.9%,76.95%

仟源医药,300254,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,434,311,123,28.45%,0.26%
DNA基因保存及孕环境检测服务,2718,192,2526,92.95%,5.38%
保健食品,11123,2957,8166,73.41%,17.39%
医药制造,54118,17969,36150,66.8%,76.97%

仟源医药,300254,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
