ST瑞德,600666,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
制造业,70124,57192,12931,18.44%,97.19%
其他（补充）,2857,2483,374,13.09%,2.81%

ST瑞德,600666,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4894,2360,2535,51.79%,14.56%
制造业,98720,83850,14869,15.06%,85.44%

ST瑞德,600666,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,3920,1178,2742,69.94%,9.36%
制造业,106422,79887,26535,24.93%,90.64%

ST瑞德,600666,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
分部间抵销,-11542,-- ,-11542,--,-25.38%
其他（补充）,3802,-- ,3802,--,8.36%
软件业务,2947,-- ,2947,--,6.48%
蓝宝石制品,27249,-- ,27249,--,59.91%
装备制造,23027,-- ,23027,--,50.63%

ST瑞德,600666,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,3138,2627,511,16.29%,0.7%
制造业,142866,70325,72541,50.78%,99.3%

ST瑞德,600666,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
制造业,31432,19151,12281,39.07%,100%

ST瑞德,600666,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,4460,1376,3084,69.15%,6.28%
加工制造业,110624,64576,46048,41.63%,93.72%

ST瑞德,600666,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
制造业,56509,35402,21108,37.35%,100%

ST瑞德,600666,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1091,552,539,49.36%,1.01%
工业,139081,86498,52584,37.81%,98.99%

ST瑞德,600666,收入构成,报告日期,2014-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),554,-- ,554,--,2.29%
工业,58014,34329,23685,40.83%,97.71%

ST瑞德,600666,收入构成,报告日期,2013-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),3014,-- ,3014,--,5.88%
工业,129681,81441,48240,37.2%,94.12%

ST瑞德,600666,收入构成,报告日期,2013-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),520,-- ,520,--,2.5%
工业,58993,38723,20269,34.36%,97.5%

ST瑞德,600666,收入构成,报告日期,2012-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),551,-- ,551,--,1.33%
工业,119959,79025,40933,34.12%,98.67%

ST瑞德,600666,收入构成,报告日期,2012-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
关联交易,6581,-- ,6581,--,25.76%
工业,55522,36957,18565,33.44%,72.68%
其他(补充),399,-- ,399,--,1.56%

ST瑞德,600666,收入构成,报告日期,2011-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),552,-- ,552,--,1.76%
工业,97142,66401,30741,31.65%,98.24%

ST瑞德,600666,收入构成,报告日期,2011-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
工业,46241,32000,14241,30.8%,100%

ST瑞德,600666,收入构成,报告日期,2010-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
工业,84829,56413,28416,33.5%,100%

ST瑞德,600666,收入构成,报告日期,2010-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
工业,39521,26158,13363,33.81%,100%

ST瑞德,600666,收入构成,报告日期,2009-12-31,
