强力新材,300429,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),366,294,72,19.63%,0.37%
化工原料贸易,2625,-- ,2625,--,13.69%
其他化合物,11,-- ,11,--,0.06%
其他用途光引发剂,10947,7538,3409,31.14%,17.78%
半导体光刻胶光引发剂,1483,-- ,1483,--,7.73%
LCD光刻胶光引发剂,8822,3758,5064,57.4%,26.41%
PCB光刻胶树脂,3210,-- ,3210,--,16.74%
PCB光刻胶光引发剂,9826,6524,3302,33.6%,17.22%

强力新材,300429,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,-- ,581,-581,--,-1.7%
加工费用,146,-- ,146,--,0.43%
技术咨询服务,434,-- ,434,--,1.27%
电子化学品销售,85495,51602,33893,39.64%,99.08%
非电子化学品贸易,315,-- ,315,--,0.92%

强力新材,300429,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他用途光引发剂,11393,6452,4941,43.37%,32.08%
化工原料贸易,6356,5415,941,14.81%,6.11%
PCB光刻胶光引发剂,10540,6498,4042,38.35%,26.24%
其他（补充）,111,40,71,63.86%,0.46%
LCD光刻胶光引发剂,9540,4134,5407,56.67%,35.1%

强力新材,300429,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
非电子化学品贸易,327,-- ,327,--,1.11%
技术咨询服务,71,-- ,71,--,0.24%
电子化学品销售,73399,43954,29445,40.12%,99.51%
加工费用,111,-- ,111,--,0.38%
其他(补充),-- ,364,-364,--,-1.23%

强力新材,300429,收入构成,报告日期,2018-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,9,1,8,90.57%,0.06%
PCB光刻胶光引发剂,8560,5119,3441,40.19%,25.5%
其他用途光引发剂,10147,6094,4053,39.94%,30.04%
LCD光刻胶光引发剂,10317,4327,5990,58.06%,44.39%

强力新材,300429,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
电子化学品销售,63812,37480,26332,41.27%,99.84%
非电子化学品贸易,147,-- ,147,--,0.56%
其他(补充),-- ,141,-141,--,-0.53%
技术咨询服务,37,-- ,37,--,0.14%

强力新材,300429,收入构成,报告日期,2017-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充),92,58,34,36.53%,0.29%
其他用途光引发剂,8315,5827,2488,29.92%,21.79%
LCD光刻胶光引发剂,9149,2885,6264,68.46%,54.88%
PCB光刻胶光引发剂,6762,4133,2630,38.89%,23.04%

强力新材,300429,收入构成,报告日期,2016-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,27,10,18,65.16%,0.09%
电子化学品销售,43931,24963,18968,43.18%,99.91%

强力新材,300429,收入构成,报告日期,2016-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,7,1,6,90.73%,0.08%
化工原料贸易,2149,1879,270,12.57%,3.47%
LCD光刻胶光引发剂,6571,1597,4973,75.69%,63.88%
PCB光刻胶树脂,2255,2132,123,5.46%,1.58%
PCB光刻胶光引发剂,5712,3299,2413,42.25%,31%

强力新材,300429,收入构成,报告日期,2015-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),-- ,0,-0,--,-0%
非电子化学品贸易,3,-- ,3,--,0.02%
技术咨询服务,16,-- ,16,--,0.1%
电子化学品销售,33425,18529,14896,44.57%,99.88%

强力新材,300429,收入构成,报告日期,2015-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
PCB光刻胶光引发剂,4876,2855,2021,41.45%,31.28%
LCD光刻胶光引发剂,5052,1027,4024,79.66%,62.29%
其他(补充),11,0,11,98.75%,0.17%
PCB光刻胶树脂,1815,1758,57,3.14%,0.88%
化工原料贸易,2145,1797,347,16.2%,5.38%

强力新材,300429,收入构成,报告日期,2014-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,33,0,33,99.07%,0.26%
电子化学品销售,27561,14972,12589,45.68%,99.74%


