中国银河,601881,收入构成,报告日期,2020-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
自营及其他证券交易业务,221978,12213,209765,94.5%,45.24%
资产管理业务,32707,28040,4667,14.27%,1.01%
证券经纪业务,438414,200260,238154,54.32%,51.36%
投资银行业务,21456,21478,-23,-0.1%,-0%
私募股权投资及另类投资,18077,3788,14289,79.05%,3.08%
其他,-10031,28099,-38129,380.13%,-8.22%
期货经纪,315772,294307,21466,6.8%,4.63%
境外业务,83030,69554,13476,16.23%,2.91%

中国银河,601881,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
抵销,-99124,-44851,-54273,54.75%,-7.92%
其他,23199,84630,-61431,-264.8%,-8.97%
资产管理,68726,61248,7478,10.88%,1.09%
期货经纪,352182,320675,31508,8.95%,4.6%
境外业务,107672,103730,3942,3.66%,0.58%
投资银行,42278,35491,6787,16.05%,0.99%
证券经纪,773786,425270,348516,45.04%,50.88%
私募股权投资及另类投资,25776,8265,17510,67.93%,2.56%
自营及其他证券交易,409587,24696,384890,93.97%,56.19%

中国银河,601881,收入构成,报告日期,2019-06-30,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
私募股权投资及另类投资,11793,2530,9263,78.55%,2.73%
自营及其他证券交易业务,155990,7607,148382,95.12%,43.68%
境外业务,40142,36096,4046,10.08%,1.19%
投资银行业务,21510,17919,3592,16.7%,1.06%
其他,8932,43075,-34143,-382.25%,-10.05%
抵销,-45500,-21911,-23589,51.84%,-6.94%
资产管理业务,35459,29043,6416,18.09%,1.89%
期货经纪,91051,76848,14203,15.6%,4.18%
证券经纪业务,417438,205929,211509,50.67%,62.27%

中国银河,601881,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
私募股权投资,-3185,5299,-8484,266.41%,-2.31%
自营及其他证券交易业务,6275,11588,-5313,-84.68%,-1.45%
资产管理业务,78969,71159,7810,9.89%,2.13%
期货经纪,153250,119892,33358,21.77%,9.08%
投资银行业务,48783,30312,18472,37.86%,5.03%
