长源东谷,603950,收入构成,报告日期,2019-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2742,2379,363,13.24%,1.03%
产品销售业务,80191,61424,18767,23.4%,53.07%
受托加工业务,32589,16356,16232,49.81%,45.9%

长源东谷,603950,收入构成,报告日期,2018-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
受托加工业务,28070,12155,15915,56.7%,47.76%
其他（补充）,2775,2395,379,13.68%,1.14%
产品销售业务,75820,58789,17031,22.46%,51.1%

长源东谷,603950,收入构成,报告日期,2017-12-31,
按行业,收入(万元),成本(万元),利润(万元),毛利率,利润占比
产品销售业务,94037,70499,23538,25.03%,67.36%
受托加工业务,20001,8491,11510,57.55%,32.94%
其他（补充）,1985,2089,-104,-5.25%,-0.3%


