random,url,name,year,description
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002288&id=2210724,超华科技,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002288&id=2210724,超华科技,2015,Section Title Amount does not match.
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600869&id=2438143,智慧能源,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600869&id=2438143,智慧能源,2015,Section Title Amount does not match.
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002323&id=2273525,*ST雅博,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002323&id=2273525,*ST雅博,2015,Section Title Amount does not match.
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600803&id=3604471,新奥股份,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600803&id=3604471,新奥股份,2015,Section Title Amount does not match.
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300345&id=2410699,华民股份,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300345&id=2410699,华民股份,2015,Section Title Amount does not match.
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002006&id=2214877,精功科技,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002006&id=2214877,精功科技,2015,Section Title Amount does not match.
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=000822&id=2228210,山东海化,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=000822&id=2228210,山东海化,2015,Section Title Amount does not match.
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600145&id=2429571,*ST新亿,2015,Toc incomplete
922,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600145&id=2429571,*ST新亿,2015,Section Title Amount does not match.
