random,url,name,year,description
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600203&id=4232923,福日电子,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600203&id=4232923,福日电子,2017,Section Title Amount does not match.
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=000893&id=4394818,亚钾国际,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=000893&id=4394818,亚钾国际,2017,Section Title Amount does not match.
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600712&id=4247018,南宁百货,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600712&id=4247018,南宁百货,2017,Section Title Amount does not match.
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=000673&id=4385629,*ST当代,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=000673&id=4385629,*ST当代,2017,Section Title Amount does not match.
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300317&id=4273349,珈伟新能,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300317&id=4273349,珈伟新能,2017,Section Title Amount does not match.
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300023&id=4396054,宝德股份,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=300023&id=4396054,宝德股份,2017,Section Title Amount does not match.
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600830&id=4098750,香溢融通,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=600830&id=4098750,香溢融通,2017,Section Title Amount does not match.
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002018&id=4373771,华信退,2017,Toc incomplete
415,https://vip.stock.finance.sina.com.cn//corp/view/vCB_AllBulletinDetail.php?stockid=002018&id=4373771,华信退,2017,Section Title Amount does not match.
