_id,name,stockCode,__v,age,createdAt,degree,description,gender,group,is13NPCMember,isCCPMember,lastUpdated,salary,stockAmount,stockName,title,updatedAt,sentence
"5f667689ade9005a1ef00267""",田广良,603616,0,47,1600550537930,硕士,"田广良,男,1973年出生,中国国籍,研究生学历,硕士学位,高级工程师。1996年10月至2005年11月,在北京保安服务总公司工作。2005年12月至2007年12月,在北京公安局海淀分局工作。2008年至2011年,在北京韩建集团有限公司历任副总经理、党委委员、党委副书记。现任北京韩建集团有限公司党委书记、董事长。2016年10月至今任北京韩建河山管业股份有限公司董事。",男,board,,,1590710400000,0,50400,韩建河山,董事,1608521537700,"2008年至2011年,在北京韩建集团有限公司历任副总经理、党委委员、党委副书记"
"5f667689ade9005a1ef00267""",田广良,603616,0,47,1600550537930,硕士,"田广良,男,1973年出生,中国国籍,研究生学历,硕士学位,高级工程师。1996年10月至2005年11月,在北京保安服务总公司工作。2005年12月至2007年12月,在北京公安局海淀分局工作。2008年至2011年,在北京韩建集团有限公司历任副总经理、党委委员、党委副书记。现任北京韩建集团有限公司党委书记、董事长。2016年10月至今任北京韩建河山管业股份有限公司董事。",男,board,,,1590710400000,0,50400,韩建河山,董事,1608521537700,现任北京韩建集团有限公司党委书记、董事长
"5f6676a6ade9005a1ef00957""",李晓学,603628,0,55,1600550566085,,李晓学先生，曾任中广核集团核电新项目开发部总经理，中广核集团投资发展部总经理，中广核太阳能开发有限公司党委书记、总经理；现任清源科技（厦门）股份有限公司副总经理。,男,manager,,,1524528000000,2494000,0,清源股份,副总经理,1608521559153,李晓学先生，曾任中广核集团核电新项目开发部总经理，中广核集团投资发展部总经理，中广核太阳能开发有限公司党委书记、总经理
"5f6676beade9005a1ef00e68""",崔勇,603636,0,44,1600550590396,博士,"崔勇,男,1976年8月出生,中国国籍,中共党员,清华大学计算机系学士、硕士、博士,现任清华大学计算机系教授、博导,清华大学计算机系网络所所长,南威软件独立董事。教育部青年长江学者奖励、国家优秀青年科学基金、教育部新世纪人才和中创软件人才奖获得者,中国通信标准化协会理事,国际互联网标准化组织IETFIPv6过渡工作组主席,曾任IEEETPDS指委,现任IEEETCC.IEEENetwork及IEEEIntemetComputing期刊编委。曾获国家技术发明奖二等奖、国家科学技术进步奖、省部级科技进步奖以及国家信息产业重大发明奖。",男,board,,1,1595376000000,0,0,南威软件,独立董事,1608521574753,"崔勇,男,1976年8月出生,中国国籍,中共党员,清华大学计算机系学士、硕士、博士,现任清华大学计算机系教授、博导,清华大学计算机系网络所所长,南威软件独立董事"
"5f6676c3ade9005a1ef00f57""",刘增,603637,0,36,1600550595566,硕士,"刘增,女,1984年11月出生,中国国籍,无境外永久居留权,毕业于北京大学区域经济学专业,硕士研究生学历。2011年6月至2012年8月,任北京大学工学院助理院长;2012年8月至2014年3月,任共青团浙江省丽水市委员会团委副书记、党组成员;2014年4月至2014年9月,任北京安华燕园投资有限公司(筹)执行董事、经理(拟任);2014年9月至今,任北京安华燕园投资有限公司执行董事兼经理;2016年4月至今,任宁波燕园创业投资有限公司执行董事;2017年1月至今,任宁波燕创资产管理集团有限公司执行董事兼总经理;2017年1月至今,任杭州燕园方融投资管理有限公司经理;2017年2月至今,任宁波燕园世纪股权投资有限公司执行董事兼总经理;2019年5月至今,任宁波燕园姚商股权投资管理有限公司执行董事、经理;2019年6月至今,任宁波燕园鸿德投资管理公司执行董事、经理。",女,board,,,1588896000000,0,0,镇海股份,董事,1608521583729,"2012年8月至2014年3月,任共青团浙江省丽水市委员会团委副书记、党组成员"
"5f6676a6ade9005a1ef00987""",张小喜,603628,0,39,1600550566458,硕士,张小喜，男，1981年10月出生，中共党员，法学硕士、经济学硕士。历任厦门金圆投资集团有限公司法务经理、高级法务经理、风控合规部副总经理；厦门市融资担保有限公司副总经理；厦门国际金融资产交易中心有限公司副总经理、总经理。现任厦门金圆投资集团有限公司投资管理部总经理。,男,manager,,1,1585008000000,0,0,清源股份,副总经理,1608521559529,张小喜，男，1981年10月出生，中共党员，法学硕士、经济学硕士
"5f6676c3ade9005a1ef00f4c""",蔡劲松,603637,0,57,1600550595478,本科,"蔡劲松:男,1963年生,中国国籍,无境外永久居留权,中共党员,高级工程师,大学学历,毕业于浙江工学院。历任镇海炼化工程公司设计部副主任、副总工程师,镇海石化工程有限责任公司总工程师、总经理助理。现任镇海石化工程股份有限公司董事、副总经理。",男,manager,,1,1558051200000,656500,1067000,镇海股份,副总经理,1608521584756,"蔡劲松:男,1963年生,中国国籍,无境外永久居留权,中共党员,高级工程师,大学学历,毕业于浙江工学院"
"5f6676c4ade9005a1ef00f80""",罗杰,603637,0,67,1600550596162,本科,"罗杰,男,1953年生,中国国籍,无永久境外居留权,中共党员,律师,本科。曾任全国律师协会常务理事,浙江省律师协会副会长、党委委员,宁波市律师协会副会长、党委委员,宁波慈星股份有限公司独立董事等职。现任浙江素豪律师事务所主任和合伙人、浙江省人大专家立法库成员、浙江省法学会常务理事、宁波大学法学院兼职教授、宁波市仲裁委仲裁员、宁波市海曙区政协专家委员。自2015年3月任镇海石化工程股份有限公司独立董事。",男,board,,1,1557360000000,100000,0,镇海股份,独立董事,1608521583993,"罗杰,男,1953年生,中国国籍,无永久境外居留权,中共党员,律师,本科"
"5f6676c4ade9005a1ef00f80""",罗杰,603637,0,67,1600550596162,本科,"罗杰,男,1953年生,中国国籍,无永久境外居留权,中共党员,律师,本科。曾任全国律师协会常务理事,浙江省律师协会副会长、党委委员,宁波市律师协会副会长、党委委员,宁波慈星股份有限公司独立董事等职。现任浙江素豪律师事务所主任和合伙人、浙江省人大专家立法库成员、浙江省法学会常务理事、宁波大学法学院兼职教授、宁波市仲裁委仲裁员、宁波市海曙区政协专家委员。自2015年3月任镇海石化工程股份有限公司独立董事。",男,board,,1,1557360000000,100000,0,镇海股份,独立董事,1608521583993,"曾任全国律师协会常务理事,浙江省律师协会副会长、党委委员,宁波市律师协会副会长、党委委员,宁波慈星股份有限公司独立董事等职"
"5f6676bfade9005a1ef00ecb""",郜彤,603636,0,50,1600550591250,硕士,"郜彤,男,1970年3月出生,中国国籍,中共党员,研究生学历,无境外永久居留权。1987年参军,历任连、营、团、师职干部。退役后曾担任北京蓝玛星际科技有限公司副总裁,现任南威软件股份有限公司高级副总裁兼北京运营中心总裁。",男,manager,,1,1595376000000,507700,0,南威软件,高级副总裁,1608521575672,"郜彤,男,1970年3月出生,中国国籍,中共党员,研究生学历,无境外永久居留权"
