_id,name,stockCode,__v,age,createdAt,degree,description,gender,group,is13NPCMember,isCCPMember,lastUpdated,salary,stockAmount,stockName,title,updatedAt,sentence
"5f665c8bade9005a1eea53f1""",肖娜,600300,0,52,1600543883030,大专,"肖娜,女,1968年8月生,中共党员,大专学历。1989年11月至1999年12月,维维食品饮料股份有限公司办公室;2000年1月至今,维维食品饮料股份有限公司办公室副主任;2011年8月至今,维维食品饮料股份有限公司监事。",女,supervisoryCommittee,,1,1604620800000,172000,0,维维股份,职工监事,1608514446615,"肖娜,女,1968年8月生,中共党员,大专学历"
"5f665c9aade9005a1eea567e""",李鸿,600302,0,57,1600543898104,硕士,"李鸿,男,汉族,1963年5月出生,1983年7月参加工作,中共党员,高级工程师,EMBA学历。曾任中国标准工业集团有限公司综合办公室副主任、企业发展部部长兼项目部部长、办公室主任、总经理助理、副总经理。现任中国标准工业集团有限公司党委副书记、董事、总经理,标准股份第七届董事会董事。",男,board,,1,1594252800000,0,0,标准股份,董事,1608514455058,"李鸿,男,汉族,1963年5月出生,1983年7月参加工作,中共党员,高级工程师,EMBA学历"
"5f665c9aade9005a1eea567e""",李鸿,600302,0,57,1600543898104,硕士,"李鸿,男,汉族,1963年5月出生,1983年7月参加工作,中共党员,高级工程师,EMBA学历。曾任中国标准工业集团有限公司综合办公室副主任、企业发展部部长兼项目部部长、办公室主任、总经理助理、副总经理。现任中国标准工业集团有限公司党委副书记、董事、总经理,标准股份第七届董事会董事。",男,board,,1,1594252800000,0,0,标准股份,董事,1608514455058,"现任中国标准工业集团有限公司党委副书记、董事、总经理,标准股份第七届董事会董事"
"5f665c9aade9005a1eea56a7""",李成,600302,0,64,1600543898396,博士,"李成,男,汉族,1956年8月出生,中国国籍,无境外永久居留权,中共党员,教授,专长于金融投资。1983年7月陕西财经学院金融学专业本科毕业,1988年7月陕西财经学院金融学专业硕士研究生毕业,2005年4月西安交通大学应用经济学专业博士研究生毕业。1977年4月参加工作,1977年4月至1979年8月在陕西省宝鸡预制厂工作,1983年9月至2000年4月在陕西财经学院金融系工作,历任助教、讲师、副教授、教授,2000年5月至今在西安交通大学经济与金融学院金融系工作。2017年10月10日起任西安博通资讯股份有限公司第六届董事会独立董事。2019年10月23日至今任西安饮食股份有限公司独立董事,2020年7月8日至今任西安标准工业股份有限公司独立董事。",男,board,,1,1594252800000,0,0,标准股份,独立董事,1608514455651,"李成,男,汉族,1956年8月出生,中国国籍,无境外永久居留权,中共党员,教授,专长于金融投资"
"5f665c92ade9005a1eea558c""",梁勇,600301,0,47,1600543890339,本科,"梁勇,男,中共党员,1973年2月出生,大连理工大学毕业,本科学历,助理工程师。2014年6月至2018年3月于北部湾港股份有限公司证券内控部任副部长、董事会证券事务代表;2018年3月至今于广西北部湾国际港务集团有限公司资本运营部任科长。",男,supervisoryCommittee,,1,1593475200000,0,0,ST南化,监事,1608514450082,"梁勇,男,中共党员,1973年2月出生,大连理工大学毕业,本科学历,助理工程师"
"5f665c9bade9005a1eea571c""",陈锦山,600302,0,45,1600543899225,博士,"陈锦山,男,汉族,1975年10月出生,中共党员,研究生学历,工商管理博士。曾任标准股份副总经理兼标准欧洲公司总经理。现任标准股份副总经理、标准国际贸易公司董事长,标准股份第六届董事会董事。",男,manager,,1,1495584000000,285000,8700,标准股份,副总经理,1608514456432,"陈锦山,男,汉族,1975年10月出生,中共党员,研究生学历,工商管理博士"
"5f665c8aade9005a1eea53ae""",任冬,600300,0,44,1600543882551,本科,"任冬先生,1976年1月出生,中共党员,大学本科学历,1995年8月至2002年8月,徐州市财政证券公司办事员;2002年8月至2008年11月,信泰证券有限责任公司部门经理;2008年11月至2009年6月,徐州高铁置业有限公司职员;2009年6月至2011年3月,徐州高铁置业有限公司经营部副经理;2011年3月至2013年7月,徐州高铁置业有限公司采供部经理、营销部经理,徐州市嘉睿建材贸易有限公司经理;2013年7月至2015年6月,徐州市新盛建设发展投资有限公司招标管理部经理,徐州市嘉睿建材贸易有限公司经理;2015年6月至2016年6月,徐州市新盛建设发展投资有限公司投资管理部经理;2016年6月至2017年12月,徐州市新盛建设发展投资有限公司投资管理部经理,徐州市新盛基础建设资产管理有限公司总经理;2017年12月至2018年8月,徐州市新盛建设发展投资有限公司投资管理部经理,徐州市新盛基础建设资产管理有限公司总经理,徐州市易泊停车管理有限公司总经理;2018年8月至今,徐州市新盛投资控股集团有限公司党委委员、副总经理。2019年10月至今任维维食品饮料股份有限公司董事。",男,board,,1,1605571200000,0,0,维维股份,董事,1608514445975,"任冬先生,1976年1月出生,中共党员,大学本科学历,1995年8月至2002年8月,徐州市财政证券公司办事员"
"5f665c8aade9005a1eea53ae""",任冬,600300,0,44,1600543882551,本科,"任冬先生,1976年1月出生,中共党员,大学本科学历,1995年8月至2002年8月,徐州市财政证券公司办事员;2002年8月至2008年11月,信泰证券有限责任公司部门经理;2008年11月至2009年6月,徐州高铁置业有限公司职员;2009年6月至2011年3月,徐州高铁置业有限公司经营部副经理;2011年3月至2013年7月,徐州高铁置业有限公司采供部经理、营销部经理,徐州市嘉睿建材贸易有限公司经理;2013年7月至2015年6月,徐州市新盛建设发展投资有限公司招标管理部经理,徐州市嘉睿建材贸易有限公司经理;2015年6月至2016年6月,徐州市新盛建设发展投资有限公司投资管理部经理;2016年6月至2017年12月,徐州市新盛建设发展投资有限公司投资管理部经理,徐州市新盛基础建设资产管理有限公司总经理;2017年12月至2018年8月,徐州市新盛建设发展投资有限公司投资管理部经理,徐州市新盛基础建设资产管理有限公司总经理,徐州市易泊停车管理有限公司总经理;2018年8月至今,徐州市新盛投资控股集团有限公司党委委员、副总经理。2019年10月至今任维维食品饮料股份有限公司董事。",男,board,,1,1605571200000,0,0,维维股份,董事,1608514445975,"2018年8月至今,徐州市新盛投资控股集团有限公司党委委员、副总经理"
"5f665c9aade9005a1eea569d""",汪金德,600302,0,69,1600543898323,硕士,"汪金德,男,汉族,1951年6月出生,中共党员,硕士学位,工程师、高级经济师,全国劳动模范、上海市劳动模范。曾任宝钢初轧厂党委副书记、热轧厂党委书记,宝钢集团党委组织部部长兼人事部副部长、总经理助理,上海浦东钢铁有限公司总经理,上海三钢有限责任公司董事长,宝钢集团工会主席、职工董事(兼中国发明协会副理事长),河北邯宝钢铁有限公司董事长,江苏张家港润发机械股份有限公司独立董事,新兴际华集团有限公司外部董事。现任新兴铸管股份有限公司董事。",男,board,,1,1594252800000,0,0,标准股份,独立董事,1608514455581,"汪金德,男,汉族,1951年6月出生,中共党员,硕士学位,工程师、高级经济师,全国劳动模范、上海市劳动模范"
"5f665c9aade9005a1eea569d""",汪金德,600302,0,69,1600543898323,硕士,"汪金德,男,汉族,1951年6月出生,中共党员,硕士学位,工程师、高级经济师,全国劳动模范、上海市劳动模范。曾任宝钢初轧厂党委副书记、热轧厂党委书记,宝钢集团党委组织部部长兼人事部副部长、总经理助理,上海浦东钢铁有限公司总经理,上海三钢有限责任公司董事长,宝钢集团工会主席、职工董事(兼中国发明协会副理事长),河北邯宝钢铁有限公司董事长,江苏张家港润发机械股份有限公司独立董事,新兴际华集团有限公司外部董事。现任新兴铸管股份有限公司董事。",男,board,,1,1594252800000,0,0,标准股份,独立董事,1608514455581,"曾任宝钢初轧厂党委副书记、热轧厂党委书记,宝钢集团党委组织部部长兼人事部副部长、总经理助理,上海浦东钢铁有限公司总经理,上海三钢有限责任公司董事长,宝钢集团工会主席、职工董事(兼中国发明协会副理事长),河北邯宝钢铁有限公司董事长,江苏张家港润发机械股份有限公司独立董事,新兴际华集团有限公司外部董事"
