_id,name,stockCode,__v,age,createdAt,degree,description,gender,group,is13NPCMember,isCCPMember,lastUpdated,salary,stockAmount,stockName,title,updatedAt,sentence
"5f66570dade9005a1ee93865""",徐刚,600068,0,43,1600542477616,硕士,"徐刚,男,1977年8月出生,湖北江陵人,硕士研究生学历,1999年7月参加工作,1999年1月加入中国共产党,高级政工师。历任葛洲坝集团第六工程有限公司工会主席,葛洲坝集团城区管理建设局副局长,中国葛洲坝集团股份有限公司综合管理部副主任,办公室常务副主任、主任,北京办事处主任。现任中国葛洲坝集团股份有限公司党委委员,总法律顾问。",男,manager,,,1594771200000,729700,0,葛洲坝,总法律顾问,1608513421209,"徐刚,男,1977年8月出生,湖北江陵人,硕士研究生学历,1999年7月参加工作,1999年1月加入中国共产党,高级政工师"
"5f66570dade9005a1ee93865""",徐刚,600068,0,43,1600542477616,硕士,"徐刚,男,1977年8月出生,湖北江陵人,硕士研究生学历,1999年7月参加工作,1999年1月加入中国共产党,高级政工师。历任葛洲坝集团第六工程有限公司工会主席,葛洲坝集团城区管理建设局副局长,中国葛洲坝集团股份有限公司综合管理部副主任,办公室常务副主任、主任,北京办事处主任。现任中国葛洲坝集团股份有限公司党委委员,总法律顾问。",男,manager,,,1594771200000,729700,0,葛洲坝,总法律顾问,1608513421209,"现任中国葛洲坝集团股份有限公司党委委员,总法律顾问"
"5f66571dade9005a1ee93c4f""",周忠,600072,0,51,1600542493713,硕士,"周忠:男,1969年生,中共党员,工商管理硕士,高级经济师。曾任中国船舶工业集团公司发展计划部综合计划处副处长、处长;中国船舶工业集团公司发展计划部主任助理、副主任;上海外高桥造船有限公司总经理助理(交流);中国船舶工业集团公司规划发展部副主任。现任中国船舶工业集团公司新兴产业部副主任。",男,board,,1,1530316800000,0,0,中船科技,董事,1608513431541,"周忠:男,1969年生,中共党员,工商管理硕士,高级经济师"
"5f66570aade9005a1ee93713""",陈晓华,600068,0,46,1600542474303,硕士,"陈晓华,男,1974年8月出生,1995年12月加入中国共产党,硕士研究生学历,教授级高级工程师。1996年7月参加工作,历任葛洲坝集团国际工程有限公司副总经理、总经理、副董事长、党委副书记,中国葛洲坝集团股份有限公司总经理助理、国际业务部主任、外事办公室主任,中国葛洲坝集团股份有限公司党委常委、副总经理。现任中国葛洲坝集团有限公司董事长(执行董事)、法定代表人、总经理,中国葛洲坝集团股份有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团国际工程有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团海外投资有限公司董事长(法定代表人)、党委书记。",男,board,,,1542931200000,915700,100000,葛洲坝,"董事长,董事",1608513418857,"陈晓华,男,1974年8月出生,1995年12月加入中国共产党,硕士研究生学历,教授级高级工程师"
"5f66570aade9005a1ee93713""",陈晓华,600068,0,46,1600542474303,硕士,"陈晓华,男,1974年8月出生,1995年12月加入中国共产党,硕士研究生学历,教授级高级工程师。1996年7月参加工作,历任葛洲坝集团国际工程有限公司副总经理、总经理、副董事长、党委副书记,中国葛洲坝集团股份有限公司总经理助理、国际业务部主任、外事办公室主任,中国葛洲坝集团股份有限公司党委常委、副总经理。现任中国葛洲坝集团有限公司董事长(执行董事)、法定代表人、总经理,中国葛洲坝集团股份有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团国际工程有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团海外投资有限公司董事长(法定代表人)、党委书记。",男,board,,,1542931200000,915700,100000,葛洲坝,"董事长,董事",1608513418857,"1996年7月参加工作,历任葛洲坝集团国际工程有限公司副总经理、总经理、副董事长、党委副书记,中国葛洲坝集团股份有限公司总经理助理、国际业务部主任、外事办公室主任,中国葛洲坝集团股份有限公司党委常委、副总经理"
"5f66570aade9005a1ee93713""",陈晓华,600068,0,46,1600542474303,硕士,"陈晓华,男,1974年8月出生,1995年12月加入中国共产党,硕士研究生学历,教授级高级工程师。1996年7月参加工作,历任葛洲坝集团国际工程有限公司副总经理、总经理、副董事长、党委副书记,中国葛洲坝集团股份有限公司总经理助理、国际业务部主任、外事办公室主任,中国葛洲坝集团股份有限公司党委常委、副总经理。现任中国葛洲坝集团有限公司董事长(执行董事)、法定代表人、总经理,中国葛洲坝集团股份有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团国际工程有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团海外投资有限公司董事长(法定代表人)、党委书记。",男,board,,,1542931200000,915700,100000,葛洲坝,"董事长,董事",1608513418857,"现任中国葛洲坝集团有限公司董事长(执行董事)、法定代表人、总经理,中国葛洲坝集团股份有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团国际工程有限公司董事长(法定代表人)、党委书记,中国葛洲坝集团海外投资有限公司董事长(法定代表人)、党委书记"
"5f66570aade9005a1ee93727""",陈立新1,600068,0,54,1600542474443,本科,"陈立新,男,1966年3月出生,安徽怀宁人,1986年12月加入中国共产党,大学本科学历,教授级高级工程师,1987年7月参加工作。历任电力工业部电力规划设计总院技经处副处长、处长,中国电力建设工程咨询公司副总工程师、总经理助理,中国电力工程顾问集团公司技术经济中心主任,中国能源建设集团有限公司资产财务部主任、资金中心主任、财务与产权部主任。现任中国能源建设股份有限公司战略与投资部主任,中国能源建设集团(海南)有限公司董事、总经理。",男,board,,,1598572800000,0,0,葛洲坝,董事,1608513418998,"陈立新,男,1966年3月出生,安徽怀宁人,1986年12月加入中国共产党,大学本科学历,教授级高级工程师,1987年7月参加工作"
"5f66570bade9005a1ee937a0""",李新波,600068,0,51,1600542475257,硕士,"李新波,男,1969年12月出生,1990年6月加入中国共产党,硕士研究生学历,高级政工师。1987年8月参加工作,历任中国葛洲坝集团内隧高速公路公司党委副书记、纪委书记、工会主席,中国葛洲坝集团股份有限公司工会工作部副主任、党委工作部副主任(企业文化部副主任、党委组织部副部长、党委宣传部副部长)。现任中国葛洲坝集团股份有限公司监事,工会副主席、工会工作部主任。",男,supervisoryCommittee,,,1542931200000,666100,0,葛洲坝,职工监事,1608513419702,"李新波,男,1969年12月出生,1990年6月加入中国共产党,硕士研究生学历,高级政工师"
"5f66570bade9005a1ee937a0""",李新波,600068,0,51,1600542475257,硕士,"李新波,男,1969年12月出生,1990年6月加入中国共产党,硕士研究生学历,高级政工师。1987年8月参加工作,历任中国葛洲坝集团内隧高速公路公司党委副书记、纪委书记、工会主席,中国葛洲坝集团股份有限公司工会工作部副主任、党委工作部副主任(企业文化部副主任、党委组织部副部长、党委宣传部副部长)。现任中国葛洲坝集团股份有限公司监事,工会副主席、工会工作部主任。",男,supervisoryCommittee,,,1542931200000,666100,0,葛洲坝,职工监事,1608513419702,"1987年8月参加工作,历任中国葛洲坝集团内隧高速公路公司党委副书记、纪委书记、工会主席,中国葛洲坝集团股份有限公司工会工作部副主任、党委工作部副主任(企业文化部副主任、党委组织部副部长、党委宣传部副部长)"
"5f66570bade9005a1ee937b8""",陈立新,600068,0,51,1600542475399,硕士,"陈立新,男,1969年3月出生,湖北老河口人,硕士研究生学历,中共党员,教授级高级工程师。1990年7月参加工作,曾任葛洲坝五公司党委常委、副总经理,葛洲坝集团(股份)公司安全质量环保部(安全监察部)主任,葛洲坝一公司党委常委、总经理,葛洲坝二公司党委书记、董事长,葛洲坝股份公司投资管理部主任。现任中国葛洲坝集团股份有限公司职工代表监事、合规管理部(审计部、内部控制监督部)主任。",男,supervisoryCommittee,,1,1594771200000,0,0,葛洲坝,职工监事,1608513419830,"陈立新,男,1969年3月出生,湖北老河口人,硕士研究生学历,中共党员,教授级高级工程师"
