富春股份,300299,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,2132,2141,-9,-0.42%,-0.09%
华北地区,2469,1811,658,26.65%,6.31%
华东地区,3973,2350,1623,40.86%,15.57%
中国大陆,7968,2771,5198,65.23%,49.86%
其他业务,44,22,22,49.81%,0.21%
海外(含港澳台),3489,556,2933,84.06%,28.13%

富春股份,300299,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,-- ,314,-314,--,-0.89%
西南地区,699,-- ,699,--,1.97%
华南地区,1760,-- ,1760,--,4.96%
华北地区,4994,3750,1244,24.92%,3.51%
中国大陆,19919,5084,14835,74.48%,41.81%
华中地区,3234,-- ,3234,--,9.11%
东北地区,390,-- ,390,--,1.1%
中国大陆2,231,-- ,231,--,0.65%
海外(含港澳台地区),10592,2137,8455,79.82%,23.83%
西北地区,453,-- ,453,--,1.28%
华东地区,4493,-- ,4493,--,12.66%

富春股份,300299,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
海外（含港澳台）,5340,733,4607,86.27%,35.46%
福建省,1726,1604,122,7.08%,0.94%
北京市,3242,2609,633,19.53%,4.87%
中国大陆,8656,1286,7370,85.14%,56.74%
其他(补充),94,55,40,41.92%,0.3%
湖北省,1033,815,217,21.04%,1.67%

富春股份,300299,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,187,104,83,44.42%,0.26%
河南省,1199,597,602,50.22%,1.87%
湖北省,1576,1435,141,8.96%,0.44%
山东省,796,415,381,47.85%,1.18%
福建省,1160,1017,143,12.34%,0.44%
陕西省,471,430,42,8.87%,0.13%
广西省,1304,1134,170,13.01%,0.53%
广东省,626,292,334,53.34%,1.04%
海外（含港澳台）,14600,2604,11996,82.17%,37.28%
重庆市,997,795,203,20.33%,0.63%
上海市,736,596,139,18.94%,0.43%
北京市,7606,6585,1020,13.42%,3.17%
安徽省,852,710,142,16.63%,0.44%
吉林省,375,212,163,43.48%,0.51%
中国大陆,23041,6425,16616,72.11%,51.64%

富春股份,300299,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
重庆市,545,464,81,14.91%,0.55%
北京市,4906,4688,217,4.43%,1.48%
中国大陆,14291,2867,11425,79.94%,77.84%
海外（含港澳台）,3861,942,2919,75.6%,19.89%
其他(补充),86,52,34,39.75%,0.23%

富春股份,300299,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
广东省,1372,744,628,45.75%,2.09%
其他业务,117,67,51,43.2%,0.17%
中国大陆,30970,8971,22000,71.03%,73.13%
吉林省,353,261,92,26.05%,0.31%
湖北省,1323,1189,134,10.15%,0.45%
陕西省,483,417,65,13.53%,0.22%
河南省,1400,946,454,32.42%,1.51%
广西省,1592,1319,273,17.17%,0.91%
北京市,2485,1954,532,21.4%,1.77%
上海市,803,764,39,4.91%,0.13%
福建省,1008,758,251,24.85%,0.83%
安徽省,86,90,-3,-4.05%,-0.01%
海外（含港澳台）,7725,2561,5164,66.84%,17.17%
重庆市,2542,2244,298,11.73%,0.99%
山东省,774,668,105,13.63%,0.35%

富春股份,300299,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,50,30,19,38.95%,0.12%
海外（含港澳台）,3426,845,2581,75.33%,15.4%
中国大陆,17473,3847,13626,77.98%,81.3%
重庆市,953,812,142,14.85%,0.84%
湖北省,1664,1274,390,23.43%,2.33%
北京市,885,883,3,0.29%,0.02%

富春股份,300299,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,54,24,30,56.38%,0.11%
海外（含港澳台）,4058,788,3270,80.58%,12.13%
中国大陆,23450,5112,18338,78.2%,68.05%
河南省,1900,1041,858,45.19%,3.19%
重庆市,1853,1573,280,15.09%,1.04%
陕西省,281,287,-6,-2.19%,-0.02%
湖北省,4066,2424,1641,40.37%,6.09%
上海市,503,282,221,43.89%,0.82%
广西省,2847,2119,728,25.57%,2.7%
山东省,538,450,88,16.32%,0.33%
安徽省,303,257,46,15.17%,0.17%
广东省,1565,908,657,42%,2.44%
福建省,1172,1023,149,12.69%,0.55%
吉林省,37,29,8,20.46%,0.03%
北京市,2636,1994,642,24.35%,2.38%

富春股份,300299,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,23,9,14,58.99%,0.13%
海外（含港澳台）-游戏业务,1578,882,697,44.14%,6.59%
中国大陆-游戏业务,9321,2005,7316,78.49%,69.17%
湖北省-通信业务,3913,1715,2198,56.17%,20.78%
广东省-通信业务,691,465,226,32.67%,2.13%
福建省-通信业务,618,492,126,20.43%,1.19%

富春股份,300299,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),24,6,18,74.81%,0.09%
海外（含港澳台）,3231,358,2872,88.91%,14.97%
中国大陆,11658,2396,9262,79.45%,48.28%
重庆市,2709,2433,276,10.2%,1.44%
陕西省,74,91,-17,-22.41%,-0.09%
湖北省,4874,2890,1984,40.7%,10.34%
上海市,411,309,103,24.96%,0.54%
广西省,6539,3559,2980,45.57%,15.53%
山东省,1180,871,308,26.14%,1.61%
安徽省,596,342,254,42.61%,1.32%
广东省,1746,1473,273,15.63%,1.42%
福建省,2385,2108,277,11.62%,1.44%
吉林省,151,324,-173,-114.69%,-0.9%
北京市,2264,1498,766,33.82%,3.99%

富春股份,300299,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
通信技术及商品采购与供应行业-陕西省,83,18,66,78.64%,1.07%
通信技术及商品采购与供应行业-广西省,2973,1897,1075,36.18%,17.61%
