瑞康医药,002589,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他,35055,27267,7788,22.22%,3.25%
浙江省,21430,14739,6691,31.22%,2.79%
云南省,40567,28316,12250,30.2%,5.12%
新疆维吾尔自治区,19106,12939,6167,32.28%,2.58%
陕西省,35100,24802,10298,29.34%,4.3%
山西省,32161,26165,5996,18.64%,2.5%
山东省,577546,497918,79628,13.79%,33.25%
内蒙古自治区,24361,20711,3651,14.99%,1.52%
辽宁省,30648,25337,5310,17.33%,2.22%
江西省,11712,8509,3203,27.35%,1.34%
江苏省,45759,39443,6316,13.8%,2.64%
湖南省,87301,73185,14116,16.17%,5.89%
湖北省,21056,17139,3916,18.6%,1.64%
黑龙江省,16888,14110,2778,16.45%,1.16%
河南省,52606,35728,16878,32.08%,7.05%
广东省,35694,26303,9391,26.31%,3.92%
甘肃省,11201,9541,1661,14.83%,0.69%
福建省,25450,17117,8333,32.74%,3.48%
北京市,64249,46974,17275,26.89%,7.21%
安徽省,80799,62985,17815,22.05%,7.44%

瑞康医药,002589,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
辽宁省,135822,112686,23136,17.03%,3.38%
山东省,1526316,1315326,210989,13.82%,30.8%
甘肃省,63132,55102,8030,12.72%,1.17%
陕西省,95421,68048,27374,28.69%,4%
新疆自治区,38938,26709,12229,31.41%,1.79%
湖北省,57239,44199,13040,22.78%,1.9%
内蒙古自治区,84302,70283,14019,16.63%,2.05%
河南省,141400,96187,45212,31.97%,6.6%
云南省,100211,69109,31101,31.04%,4.54%
江苏省,119907,95076,24831,20.71%,3.63%
北京市,195619,146361,49258,25.18%,7.19%
安徽省,151447,118179,33268,21.97%,4.86%
湖南省,176686,144258,32429,18.35%,4.73%
其他,161229,120642,40587,25.17%,5.93%
江西省,47199,32826,14373,30.45%,2.1%
吉林省,62527,55392,7135,11.41%,1.04%
山西省,80738,58059,22679,28.09%,3.31%
广东省,103367,75067,28300,27.38%,4.13%
浙江省,57460,40523,16937,29.48%,2.47%
福建省,61302,39912,21390,34.89%,3.12%
黑龙江省,65589,56933,8656,13.2%,1.26%

瑞康医药,002589,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),-- ,1443,-1443,--,-0.42%
山东省,788566,677683,110883,14.06%,32.6%
其他,55769,42705,13064,23.43%,3.84%
天津市,17562,11009,6553,37.31%,1.93%
上海市,20276,14049,6227,30.71%,1.83%
吉林省,32325,28226,4099,12.68%,1.21%
陕西省,43087,29765,13321,30.92%,3.92%
山西省,56453,44273,12180,21.58%,3.58%
辽宁省,67132,57506,9626,14.34%,2.83%
湖南省,87692,70660,17032,19.42%,5.01%
河南省,70070,48349,21721,31%,6.39%
北京市,105296,79507,25789,24.49%,7.58%
江西省,20222,13783,6439,31.84%,1.89%
甘肃省,29313,23634,5679,19.37%,1.67%
黑龙江省,39341,33777,5564,14.14%,1.64%
内蒙古自治区,51265,44674,6590,12.86%,1.94%
