三友医疗,688085,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
内销,34755,-- ,34755,--,49.52%
外销,666,-- ,666,--,0.95%
西北,16746,-- ,16746,--,23.86%
华南,2619,-- ,2619,--,3.73%
东北,993,-- ,993,--,1.41%
其他（补充）,11,-- ,11,--,0.02%
西南,1661,-- ,1661,--,2.37%
华中,1576,-- ,1576,--,2.25%
华北,2255,-- ,2255,--,3.21%
华东,8905,-- ,8905,--,12.69%

三友医疗,688085,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,1192,-- ,1192,--,7.4%
华东,4237,-- ,4237,--,26.31%
其他(补充),2,-- ,2,--,0.01%
西南,741,-- ,741,--,4.6%
华中,697,-- ,697,--,4.33%
外销,221,-- ,221,--,1.37%
西北,7391,-- ,7391,--,45.9%
华南,1180,-- ,1180,--,7.33%
东北,442,-- ,442,--,2.74%

三友医疗,688085,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,1362,-- ,1362,--,6.13%
华东,4294,-- ,4294,--,19.31%
外销,316,-- ,316,--,1.42%
西北,11143,-- ,11143,--,50.12%
华南,1836,-- ,1836,--,8.26%
东北,715,-- ,715,--,3.22%
西南,1311,-- ,1311,--,5.9%
华中,1081,-- ,1081,--,4.86%
其他(补充),172,-- ,172,--,0.77%

三友医疗,688085,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1112,-- ,1112,--,7.94%
西南,1029,-- ,1029,--,7.35%
华中,907,-- ,907,--,6.48%
西北,4861,-- ,4861,--,34.73%
华南,1080,-- ,1080,--,7.71%
东北,382,-- ,382,--,2.73%
华北,1358,-- ,1358,--,9.7%
外销,93,-- ,93,--,0.67%
华东,3176,-- ,3176,--,22.69%

三友医疗,688085,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1,-- ,1,--,0.01%
西南,671,-- ,671,--,8.91%
华中,805,-- ,805,--,10.7%
外销,48,-- ,48,--,0.64%
西北,1013,-- ,1013,--,13.45%
华南,566,-- ,566,--,7.52%
华北,1147,-- ,1147,--,15.23%
华东,2898,-- ,2898,--,38.49%
东北,380,-- ,380,--,5.05%

