海正药业,600267,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外地区,83286,64190,19095,22.93%,4.01%
国内地区,997419,547665,449754,45.09%,94.54%
其他（补充）,26473,19595,6878,25.98%,1.45%

海正药业,600267,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国内地区,908687,501709,406978,44.79%,95.68%
国外地区,84345,74267,10078,11.95%,2.37%
其他（补充）,25712,17436,8276,32.19%,1.95%

海正药业,600267,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),22726,17879,4847,21.33%,1.45%
国内地区,958576,655096,303480,31.66%,91.07%
国外地区,75850,50947,24903,32.83%,7.47%

海正药业,600267,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,16158,13848,2310,14.3%,0.86%
国内地区,886327,647730,238597,26.92%,88.59%
国外地区,70857,42430,28428,40.12%,10.55%

海正药业,600267,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,6554,-- ,6554,--,1.39%
国外,34896,-- ,34896,--,7.38%
国内,431487,-- ,431487,--,91.24%

海正药业,600267,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,15517,12543,2974,19.17%,1.22%
国内,793544,573532,220012,27.73%,90.16%
国外,67682,46637,21045,31.09%,8.62%

海正药业,600267,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外地区,34654,-- ,34654,--,7.68%
国内地区,410977,-- ,410977,--,91.12%
其他(补充）,5422,-- ,5422,--,1.2%

海正药业,600267,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国内地区,908327,-- ,908327,--,89.96%
其他（补充）,12750,-- ,12750,--,1.26%
国外地区,88597,-- ,88597,--,8.77%

海正药业,600267,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4808,-- ,4808,--,2.98%
国外地区,36466,26936,9530,26.13%,5.91%
国内地区,435998,289139,146859,33.68%,91.11%

海正药业,600267,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),12499,-- ,12499,--,4.05%
国外地区,77498,57167,20331,26.23%,6.58%
国内地区,770434,494449,275984,35.82%,89.37%

海正药业,600267,收入构成,报告日期,2013-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),6065,-- ,6065,--,3.98%
国外地区,43565,30607,12958,29.74%,8.51%
国内地区,377696,244490,133206,35.27%,87.5%

海正药业,600267,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),9656,-- ,9656,--,6.33%
国外地区,73917,50884,23032,31.16%,15.09%
国内地区,496603,376627,119977,24.16%,78.59%

海正药业,600267,收入构成,报告日期,2012-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),3466,-- ,3466,--,4.83%
国内地区,245843,187338,58505,23.8%,81.48%
国外地区,40424,30587,9837,24.33%,13.7%

海正药业,600267,收入构成,报告日期,2011-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),9223,-- ,9223,--,6.12%
国外地区,57388,36392,20996,36.59%,13.93%
国内地区,449529,329033,120496,26.8%,79.95%

海正药业,600267,收入构成,报告日期,2011-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),4989,-- ,4989,--,6.86%
国外地区,33134,22308,10826,32.67%,14.9%
国内地区,210583,153721,56863,27%,78.24%

海正药业,600267,收入构成,报告日期,2010-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
国外地区,46805,27981,18824,40.22%,14.4%
国内地区,401077,289176,111901,27.9%,85.6%

海正药业,600267,收入构成,报告日期,2010-06-30,
